ACBK1g00001,Mpyg-1-004012
ACBK7g02545,Mpyg-4-002545
ACBK7g02546,Mpyg-4-002546
ACBK7g02547,Mpyg-4-002547
ACBK7g02548,Mpyg-4-002548
ACBK7g02549,Mpyg-4-002549
ACBK7g02550,Mpyg-4-002550
ACBK7g02551,Mpyg-4-002551
ACBK7g02552,Mpyg-4-002552
ACBK7g02553,Mpyg-4-002553
ACBK7g02554,Mpyg-4-002554
ACBK7g02555,Mpyg-4-002555
ACBK7g02556,Mpyg-4-002556
ACBK7g02557,Mpyg-4-002557
ACBK7g02558,Mpyg-4-002558
ACBK7g02559,Mpyg-4-002559
ACBK7g02560,Mpyg-4-002560
ACBK7g02561,Mpyg-4-002561
ACBK7g02562,Mpyg-4-002562
ACBK7g02563,Mpyg-4-002563
ACBK7g02564,Mpyg-4-002564
ACBK7g02565,Mpyg-4-002565
ACBK7g02566,Mpyg-4-002566
ACBK7g02567,Mpyg-4-002567
ACBK7g02568,Mpyg-4-002568
ACBK7g02569,Mpyg-4-002569
ACBK7g02570,Mpyg-4-002570
ACBK7g02571,Mpyg-4-002571
ACBK7g02572,Mpyg-4-002572
ACBK7g02573,Mpyg-4-002573
ACBK7g02574,Mpyg-4-002574
ACBK7g02575,Mpyg-4-002575
ACBK7g02576,Mpyg-4-002576
ACBK7g02577,Mpyg-4-002577
ACBK7g02578,Mpyg-4-002578
ACBK7g02579,.
ACBK7g02580,Mpyg-4-002580
ACBK7g02581,Mpyg-4-002581
ACBK7g02582,Mpyg-4-002582
ACBK7g02583,Mpyg-4-002583
ACBK7g02584,Mpyg-4-002584
ACBK7g02585,Mpyg-4-002585
ACBK7g02586,Mpyg-4-002586
ACBK7g02587,Mpyg-4-002587
ACBK7g02588,Mpyg-4-002588
ACBK7g02589,Mpyg-4-002589
ACBK7g02590,Mpyg-4-002590
ACBK7g02591,Mpyg-4-002591
ACBK7g02592,Mpyg-4-002592
ACBK7g02593,Mpyg-4-002593
ACBK7g02594,Mpyg-4-002594
ACBK7g02595,Mpyg-4-002595
ACBK7g02596,Mpyg-4-002596
ACBK7g02597,Mpyg-4-002597
ACBK7g02598,Mpyg-4-002598
ACBK7g02599,Mpyg-4-002599
ACBK7g02600,Mpyg-4-002600
ACBK7g02601,Mpyg-4-002601
ACBK7g02602,Mpyg-4-002602
ACBK7g02603,Mpyg-4-002603
ACBK7g02604,Mpyg-4-002604
ACBK7g02605,Mpyg-4-002605
ACBK7g02606,Mpyg-4-002606
ACBK7g02607,Mpyg-4-002607
ACBK7g02608,Mpyg-4-002608
ACBK7g02609,Mpyg-4-002609
ACBK7g02610,Mpyg-4-002610
ACBK7g02611,Mpyg-4-002611
ACBK7g02612,Mpyg-4-002612
ACBK7g02613,Mpyg-4-002613
ACBK7g02614,Mpyg-4-002614
ACBK7g02615,Mpyg-4-002615
ACBK7g02616,Mpyg-4-002616
ACBK7g02617,Mpyg-4-002617
ACBK7g02618,Mpyg-4-002618
ACBK7g02619,Mpyg-4-002619
ACBK7g02620,Mpyg-4-002620
ACBK7g02621,Mpyg-4-002621
ACBK7g02622,Mpyg-4-002622
ACBK7g02623,Mpyg-4-002623
ACBK7g02624,Mpyg-4-002624
ACBK7g02625,Mpyg-4-002625
ACBK7g02626,Mpyg-4-002626
ACBK7g02627,Mpyg-4-002627
ACBK7g02628,Mpyg-4-002628
ACBK7g02629,Mpyg-4-002629
ACBK7g02630,Mpyg-4-002630
ACBK7g02631,Mpyg-4-002631
ACBK7g02632,Mpyg-4-002632
ACBK7g02633,Mpyg-4-002633
ACBK7g02634,Mpyg-4-002634
ACBK7g02635,Mpyg-4-002635
ACBK7g02636,Mpyg-4-002636
ACBK7g02637,Mpyg-4-002637
ACBK7g02638,Mpyg-4-002638
ACBK7g02639,Mpyg-4-002639
ACBK7g02640,Mpyg-4-002640
ACBK7g02641,Mpyg-4-002641
ACBK7g02642,Mpyg-4-002642
ACBK7g02643,Mpyg-4-002643
ACBK7g02644,Mpyg-4-002644
ACBK7g02645,Mpyg-4-002645
ACBK7g02646,Mpyg-4-002646
ACBK7g02647,Mpyg-4-002647
ACBK7g02648,Mpyg-4-002648
ACBK7g02649,Mpyg-4-002649
ACBK7g02650,Mpyg-4-002650
ACBK7g02651,Mpyg-4-002651
ACBK7g02652,Mpyg-4-002652
ACBK7g02653,Mpyg-4-002653
ACBK7g02654,Mpyg-4-002654
ACBK7g02655,Mpyg-4-002655
ACBK7g02656,Mpyg-4-002656
ACBK7g02657,Mpyg-4-002657
ACBK7g02658,Mpyg-4-002658
ACBK7g02659,Mpyg-4-002659
ACBK7g02660,Mpyg-4-002660
ACBK7g02661,Mpyg-4-002661
ACBK7g02662,Mpyg-4-002662
ACBK7g02663,Mpyg-4-002663
ACBK7g02664,Mpyg-4-002664
ACBK7g02665,Mpyg-4-002665
ACBK7g02666,Mpyg-4-002666
ACBK7g02667,Mpyg-4-002667
ACBK7g02668,Mpyg-4-002668
ACBK7g02669,Mpyg-4-002669
ACBK7g02670,Mpyg-4-002670
ACBK7g02671,Mpyg-4-002671
ACBK7g02672,Mpyg-4-002672
ACBK7g02673,Mpyg-4-002673
ACBK7g02674,Mpyg-4-002674
ACBK7g02675,Mpyg-4-002675
ACBK7g02676,Mpyg-4-002676
ACBK7g02677,Mpyg-4-002677
ACBK7g02678,Mpyg-4-002678
ACBK7g02679,Mpyg-4-002679
ACBK7g02680,Mpyg-4-002680
ACBK7g02681,Mpyg-4-002681
ACBK7g02682,Mpyg-4-002682
ACBK7g02683,Mpyg-4-002683
ACBK7g02684,Mpyg-4-002684
ACBK7g02685,Mpyg-4-002685
ACBK7g02686,Mpyg-4-002686
ACBK7g02687,Mpyg-4-002687
ACBK7g02688,Mpyg-4-002688
ACBK7g02689,Mpyg-4-002689
ACBK7g02690,Mpyg-4-002690
ACBK7g02691,Mpyg-4-002691
ACBK7g02692,Mpyg-4-002692
ACBK7g02693,Mpyg-4-002693
ACBK7g02694,Mpyg-4-002694
ACBK7g02695,Mpyg-4-002695
ACBK7g02696,Mpyg-4-002696
ACBK7g02697,Mpyg-4-002697
ACBK7g02698,Mpyg-4-002698
ACBK7g02699,Mpyg-4-002699
ACBK7g02700,Mpyg-4-002700
ACBK7g02701,Mpyg-4-002701
ACBK7g02702,Mpyg-4-002702
ACBK7g02703,Mpyg-4-002703
ACBK7g02704,Mpyg-4-002704
ACBK7g02705,Mpyg-4-002705
ACBK7g02706,Mpyg-4-002706
ACBK7g02707,Mpyg-4-002707
ACBK7g02708,Mpyg-4-002708
ACBK7g02709,Mpyg-4-002709
ACBK7g02710,Mpyg-4-002710
ACBK7g02711,Mpyg-4-002711
ACBK7g02712,Mpyg-4-002712
ACBK7g02713,Mpyg-4-002713
ACBK7g02714,Mpyg-4-002714
ACBK7g02715,Mpyg-4-002715
ACBK7g02716,Mpyg-4-002716
ACBK7g02717,Mpyg-4-002717
ACBK7g02718,Mpyg-4-002718
ACBK7g02719,Mpyg-4-002719
ACBK7g02720,Mpyg-4-002720
ACBK7g02721,Mpyg-4-002721
ACBK7g02722,Mpyg-4-002722
ACBK7g02723,Mpyg-4-002723
ACBK7g02724,Mpyg-4-002724
ACBK7g02725,Mpyg-4-002725
ACBK7g02726,Mpyg-4-002726
ACBK7g02727,Mpyg-4-002727
ACBK7g02728,Mpyg-4-002728
ACBK7g02729,Mpyg-4-002729
ACBK7g02730,Mpyg-4-002730
ACBK7g02731,Mpyg-4-002731
ACBK7g02732,Mpyg-4-002732
ACBK7g02733,Mpyg-4-002733
ACBK7g02734,Mpyg-4-002734
ACBK7g02735,Mpyg-4-002735
ACBK7g02736,Mpyg-4-002736
ACBK7g02737,Mpyg-4-002737
ACBK7g02738,Mpyg-4-002738
ACBK7g02739,Mpyg-4-002739
ACBK7g02740,Mpyg-4-002740
ACBK7g02741,Mpyg-4-002741
ACBK7g02742,Mpyg-4-002742
ACBK7g02743,Mpyg-4-002743
ACBK7g02744,Mpyg-4-002744
ACBK7g02745,Mpyg-4-002745
ACBK7g02746,Mpyg-4-002746
ACBK7g02747,Mpyg-4-002747
ACBK7g02748,Mpyg-4-002748
ACBK7g02749,Mpyg-4-002749
ACBK7g02750,Mpyg-4-002750
ACBK7g02751,Mpyg-4-002751
ACBK7g02752,Mpyg-4-002752
ACBK7g02753,Mpyg-4-002753
ACBK7g02754,Mpyg-4-002754
ACBK7g02755,Mpyg-4-002755
ACBK7g02756,Mpyg-4-002756
ACBK7g02757,Mpyg-4-002757
ACBK7g02758,Mpyg-4-002758
ACBK7g02759,Mpyg-4-002759
ACBK7g02760,Mpyg-4-002760
ACBK7g02761,Mpyg-4-002761
ACBK7g02762,Mpyg-4-002762
ACBK7g02763,Mpyg-4-002763
ACBK7g02764,Mpyg-4-002764
ACBK7g02765,Mpyg-4-002765
ACBK7g02766,Mpyg-4-002766
ACBK7g02767,Mpyg-4-002767
ACBK7g02768,Mpyg-4-002768
ACBK7g02769,Mpyg-4-002769
ACBK7g02770,Mpyg-4-002770
ACBK7g02771,Mpyg-4-002771
ACBK7g02772,Mpyg-4-002772
ACBK7g02773,Mpyg-4-002773
ACBK7g02774,Mpyg-4-002774
ACBK7g02775,Mpyg-4-002775
ACBK7g02776,Mpyg-4-002776
ACBK7g02777,Mpyg-4-002777
ACBK7g02778,Mpyg-4-002778
ACBK7g02779,Mpyg-4-002779
ACBK7g02780,Mpyg-4-002780
ACBK7g02781,Mpyg-4-002781
ACBK7g02782,Mpyg-4-002782
ACBK7g02783,Mpyg-4-002783
ACBK7g02784,Mpyg-4-002784
ACBK7g02785,Mpyg-4-002785
ACBK7g02786,Mpyg-4-002786
ACBK7g02787,Mpyg-4-002787
ACBK7g02788,Mpyg-4-002788
ACBK7g02789,Mpyg-4-002789
ACBK7g02790,Mpyg-4-002790
ACBK7g02791,Mpyg-4-002791
ACBK7g02792,Mpyg-4-002792
ACBK7g02793,Mpyg-4-002793
ACBK7g02794,Mpyg-4-002794
ACBK7g02795,Mpyg-4-002795
ACBK7g02796,Mpyg-4-002796
ACBK7g02797,Mpyg-4-002797
ACBK7g02798,Mpyg-4-002798
ACBK7g02799,Mpyg-4-002799
ACBK7g02800,Mpyg-4-002800
ACBK7g02801,Mpyg-4-002801
ACBK7g02802,Mpyg-4-002802
ACBK7g02803,Mpyg-4-002803
ACBK7g02804,Mpyg-4-002804
ACBK7g02805,Mpyg-4-002805
ACBK7g02806,Mpyg-4-002806
ACBK7g02807,Mpyg-4-002807
ACBK7g02808,Mpyg-4-002808
ACBK7g02809,Mpyg-4-002809
ACBK7g02810,Mpyg-4-002810
ACBK7g02811,Mpyg-4-002811
ACBK7g02812,Mpyg-4-002812
ACBK7g02813,Mpyg-4-002813
ACBK7g02814,Mpyg-4-002814
ACBK7g02815,Mpyg-4-002815
ACBK7g02816,Mpyg-4-002816
ACBK7g02817,Mpyg-4-002817
ACBK7g02818,Mpyg-4-002818
ACBK7g02819,Mpyg-4-002819
ACBK7g02820,Mpyg-4-002820
ACBK7g02821,Mpyg-4-002821
ACBK7g02822,Mpyg-4-002822
ACBK7g02823,Mpyg-4-002823
ACBK7g02824,Mpyg-4-002824
ACBK7g02825,Mpyg-4-002825
ACBK7g02826,Mpyg-4-002826
ACBK7g02827,Mpyg-4-002827
ACBK7g02828,Mpyg-4-002828
ACBK7g02829,Mpyg-4-002829
ACBK7g02830,Mpyg-4-002830
ACBK7g02831,Mpyg-4-002831
ACBK7g02832,Mpyg-4-002832
ACBK7g02833,Mpyg-4-002833
ACBK7g02834,Mpyg-4-002834
ACBK7g02835,Mpyg-4-002835
ACBK7g02836,Mpyg-4-002836
ACBK7g02837,Mpyg-4-002837
ACBK7g02838,Mpyg-4-002838
ACBK7g02839,Mpyg-4-002839
ACBK7g02840,Mpyg-4-002840
ACBK7g02841,Mpyg-4-002841
ACBK7g02842,Mpyg-4-002842
ACBK7g02843,Mpyg-4-002843
ACBK7g02844,Mpyg-4-002844
ACBK7g02845,Mpyg-4-002845
ACBK7g02846,Mpyg-4-002846
ACBK7g02847,Mpyg-4-002847
ACBK7g02848,Mpyg-4-002848
ACBK7g02849,Mpyg-4-002849
ACBK7g02850,Mpyg-4-002850
ACBK7g02851,Mpyg-4-002851
ACBK7g02852,Mpyg-4-002852
ACBK7g02853,Mpyg-4-002853
ACBK7g02854,Mpyg-4-002854
ACBK7g02855,Mpyg-4-002855
ACBK7g02856,Mpyg-4-002856
ACBK7g02857,.
ACBK7g02858,Mpyg-4-002858
ACBK7g02859,Mpyg-4-002859
ACBK7g02860,Mpyg-4-002860
ACBK7g02861,Mpyg-4-002861
ACBK7g02862,Mpyg-4-002862
ACBK7g02863,Mpyg-4-002863
ACBK7g02864,Mpyg-4-002864
ACBK7g02865,Mpyg-4-002865
ACBK7g02866,Mpyg-4-002866
ACBK7g02867,Mpyg-4-002867
ACBK7g02868,Mpyg-4-002868
ACBK7g02869,Mpyg-4-002869
ACBK7g02870,Mpyg-4-002870
ACBK7g02871,Mpyg-4-002871
ACBK7g02872,Mpyg-4-002872
ACBK7g02873,Mpyg-4-002873
ACBK7g02874,Mpyg-4-002874
ACBK7g02875,Mpyg-4-002875
ACBK7g02876,Mpyg-4-002876
ACBK7g02877,Mpyg-4-002877
ACBK7g02878,Mpyg-4-002878
ACBK7g02879,Mpyg-4-002879
ACBK7g02880,Mpyg-4-002880
ACBK7g02881,Mpyg-4-002881
ACBK7g02882,Mpyg-4-002882
ACBK7g02883,Mpyg-4-002883
ACBK7g02884,Mpyg-4-002884
ACBK7g02885,Mpyg-4-002885
ACBK7g02886,Mpyg-4-002886
ACBK7g02887,Mpyg-4-002887
ACBK7g02888,Mpyg-4-002888
ACBK7g02889,Mpyg-4-002889
ACBK7g02890,Mpyg-4-002890
ACBK7g02891,Mpyg-4-002891
ACBK7g02892,Mpyg-4-002892
ACBK7g02893,Mpyg-4-002893
ACBK7g02894,Mpyg-4-002894
ACBK7g02895,Mpyg-4-002895
ACBK7g02896,Mpyg-4-002896
ACBK7g02897,Mpyg-4-002897
ACBK7g02898,Mpyg-4-002898
ACBK7g02899,Mpyg-4-002899
ACBK7g02900,Mpyg-4-002900
ACBK7g02901,Mpyg-4-002901
ACBK7g02902,Mpyg-4-002902
ACBK7g02903,Mpyg-4-002903
ACBK7g02904,Mpyg-4-002904
ACBK7g02905,Mpyg-4-002905
ACBK7g02906,Mpyg-4-002906
ACBK7g02907,Mpyg-4-002907
ACBK7g02908,Mpyg-4-002908
ACBK7g02909,Mpyg-4-002909
ACBK7g02910,Mpyg-4-002910
ACBK7g02911,Mpyg-4-002911
ACBK7g02912,Mpyg-4-002912
ACBK7g02913,Mpyg-4-002913
ACBK7g02914,Mpyg-4-002914
ACBK7g02915,Mpyg-4-002915
ACBK7g02916,Mpyg-4-002916
ACBK7g02917,Mpyg-4-002917
ACBK7g02918,Mpyg-4-002918
ACBK7g02919,Mpyg-4-002919
ACBK7g02920,Mpyg-4-002920
ACBK7g02921,Mpyg-4-002921
ACBK7g02922,Mpyg-4-002922
ACBK7g02923,Mpyg-4-002923
ACBK7g02924,Mpyg-4-002924
ACBK7g02925,Mpyg-4-002925
ACBK7g02926,Mpyg-4-002926
ACBK7g02927,Mpyg-4-002927
ACBK7g02928,Mpyg-4-002928
ACBK7g02929,Mpyg-4-002929
ACBK7g02930,Mpyg-4-002930
ACBK7g02931,Mpyg-4-002931
ACBK7g02932,Mpyg-4-002932
ACBK7g02933,Mpyg-4-002933
ACBK7g02934,Mpyg-4-002934
ACBK7g02935,Mpyg-4-002935
ACBK7g02936,Mpyg-4-002936
ACBK7g02937,Mpyg-4-002937
ACBK7g02938,Mpyg-4-002938
ACBK7g02939,Mpyg-4-002939
ACBK7g02940,Mpyg-4-002940
ACBK7g02941,Mpyg-4-002941
ACBK7g02942,Mpyg-4-002942
ACBK7g02943,Mpyg-4-002943
ACBK7g02944,Mpyg-4-002944
ACBK7g02945,Mpyg-4-002945
ACBK7g02946,Mpyg-4-002946
ACBK7g02947,Mpyg-4-002947
ACBK7g02948,Mpyg-4-002948
ACBK7g02949,Mpyg-4-002949
ACBK7g02950,Mpyg-4-002950
ACBK7g02951,Mpyg-4-002951
ACBK7g02952,Mpyg-4-002952
ACBK7g02953,Mpyg-4-002953
ACBK7g02954,Mpyg-4-002954
ACBK7g02955,Mpyg-4-002955
ACBK7g02956,Mpyg-4-002956
ACBK7g02957,Mpyg-4-002957
ACBK7g02958,Mpyg-4-002958
ACBK7g02959,Mpyg-4-002959
ACBK7g02960,Mpyg-4-002960
ACBK7g02961,Mpyg-4-002961
ACBK7g02962,Mpyg-4-002962
ACBK7g02963,Mpyg-4-002963
ACBK7g02964,Mpyg-4-002964
ACBK7g02965,Mpyg-4-002965
ACBK7g02966,Mpyg-4-002966
ACBK7g02967,Mpyg-4-002967
ACBK7g02968,Mpyg-4-002968
ACBK7g02969,Mpyg-4-002969
ACBK7g02970,Mpyg-4-002970
ACBK7g02971,Mpyg-4-002971
ACBK7g02972,Mpyg-4-002972
ACBK7g02973,Mpyg-4-002973
ACBK7g02974,Mpyg-4-002974
ACBK7g02975,Mpyg-4-002975
ACBK7g02976,Mpyg-4-002976
ACBK7g02977,Mpyg-4-002977
ACBK7g02978,Mpyg-4-002978
ACBK7g02979,Mpyg-4-002979
ACBK7g02980,Mpyg-4-002980
ACBK7g02981,Mpyg-4-002981
ACBK7g02982,Mpyg-4-002982
ACBK7g02983,Mpyg-4-002983
ACBK7g02984,Mpyg-4-002984
ACBK7g02985,Mpyg-4-002985
ACBK7g02986,Mpyg-4-002986
ACBK7g02987,Mpyg-4-002987
ACBK7g02988,Mpyg-4-002988
ACBK7g02989,Mpyg-4-002989
ACBK7g02990,Mpyg-4-002990
ACBK7g02991,Mpyg-4-002991
ACBK7g02992,Mpyg-4-002992
ACBK7g02993,Mpyg-4-002993
ACBK7g02994,Mpyg-4-002994
ACBK7g02995,Mpyg-4-002995
ACBK7g02996,Mpyg-4-002996
ACBK7g02997,Mpyg-4-002997
ACBK7g02998,Mpyg-4-002998
ACBK7g02999,Mpyg-4-002999
ACBK7g03000,.
ACBK7g03001,Mpyg-4-003001
ACBK7g03002,Mpyg-4-003002
ACBK7g03003,Mpyg-4-003003
ACBK7g03004,Mpyg-4-003004
ACBK7g03005,Mpyg-4-003005
ACBK7g03006,Mpyg-4-003006
ACBK7g03007,Mpyg-4-003007
ACBK7g03008,Mpyg-4-003008
ACBK7g03009,Mpyg-4-003009
ACBK7g03010,Mpyg-4-003010
ACBK7g03011,Mpyg-4-003011
ACBK7g03012,Mpyg-4-003012
ACBK7g03013,Mpyg-4-003013
ACBK7g03014,Mpyg-4-003014
ACBK7g03015,Mpyg-4-003015
ACBK7g03016,Mpyg-4-003016
ACBK7g03017,Mpyg-4-003017
ACBK7g03018,Mpyg-4-003018
ACBK7g03019,Mpyg-4-003019
ACBK7g03020,Mpyg-4-003020
ACBK7g03021,Mpyg-4-003021
ACBK7g03022,Mpyg-4-003022
ACBK7g03023,Mpyg-4-003023
ACBK7g03024,Mpyg-4-003024
ACBK7g03025,Mpyg-4-003025
ACBK7g03026,Mpyg-4-003026
ACBK7g03027,Mpyg-4-003027
ACBK7g03028,Mpyg-4-003028
ACBK7g03029,Mpyg-4-003029
ACBK7g03030,Mpyg-4-003030
ACBK7g03031,Mpyg-4-003031
ACBK7g03032,Mpyg-4-003032
ACBK7g03033,Mpyg-4-003033
ACBK7g03034,Mpyg-4-003034
ACBK7g03035,Mpyg-4-003035
ACBK7g03036,Mpyg-4-003036
ACBK7g03037,Mpyg-4-003037
ACBK7g03038,Mpyg-4-003038
ACBK7g03039,Mpyg-4-003039
ACBK7g03040,Mpyg-4-003040
ACBK7g03041,Mpyg-4-003041
ACBK7g03042,Mpyg-4-003042
ACBK7g03043,Mpyg-4-003043
ACBK7g03044,Mpyg-4-003044
ACBK7g03045,Mpyg-4-003045
ACBK7g03046,Mpyg-4-003046
ACBK7g03047,Mpyg-4-003047
ACBK7g03048,Mpyg-4-003048
ACBK7g03049,Mpyg-4-003049
ACBK7g03050,Mpyg-4-003050
ACBK7g03051,Mpyg-4-003051
ACBK7g03052,Mpyg-4-003052
ACBK7g03053,Mpyg-4-003053
ACBK7g03054,Mpyg-4-003054
ACBK7g03055,Mpyg-4-003055
ACBK7g03056,Mpyg-4-003056
ACBK7g03057,Mpyg-4-003057
ACBK7g03058,Mpyg-4-003058
ACBK7g03059,Mpyg-4-003059
ACBK7g03060,Mpyg-4-003060
ACBK7g03061,Mpyg-4-003061
ACBK7g03062,Mpyg-4-003062
ACBK7g03063,Mpyg-4-003063
ACBK7g03064,Mpyg-4-003064
ACBK7g03065,Mpyg-4-003065
ACBK7g03066,.
ACBK7g03067,Mpyg-4-003067
ACBK7g03068,Mpyg-4-003068
ACBK7g03069,Mpyg-4-003069
ACBK7g03070,Mpyg-4-003070
ACBK7g03071,Mpyg-4-003071
ACBK7g03072,Mpyg-4-003072
ACBK7g03073,Mpyg-4-003073
ACBK7g03074,Mpyg-4-003074
ACBK7g03075,Mpyg-4-003075
ACBK7g03076,Mpyg-4-003076
ACBK7g03077,Mpyg-4-003077
ACBK7g03078,Mpyg-4-003078
ACBK7g03079,Mpyg-4-003079
ACBK7g03080,Mpyg-4-003080
ACBK7g03081,Mpyg-4-003081
ACBK7g03082,Mpyg-4-003082
ACBK7g03083,Mpyg-4-003083
ACBK7g03084,Mpyg-4-003084
ACBK7g03085,Mpyg-4-003085
ACBK7g03086,Mpyg-4-003086
ACBK7g03087,Mpyg-4-003087
ACBK7g03088,Mpyg-4-003088
ACBK7g03089,Mpyg-4-003089
ACBK7g03090,Mpyg-4-003090
ACBK7g03091,Mpyg-4-003091
ACBK7g03092,Mpyg-4-003092
ACBK7g03093,Mpyg-4-003093
ACBK7g03094,Mpyg-4-003094
ACBK7g03095,Mpyg-4-003095
ACBK7g03096,Mpyg-4-003096
ACBK7g03097,Mpyg-4-003097
ACBK7g03098,Mpyg-4-003098
ACBK7g03099,Mpyg-4-003099
ACBK7g03100,Mpyg-4-003100
ACBK7g03101,Mpyg-4-003101
ACBK7g03102,Mpyg-4-003102
ACBK7g03103,Mpyg-4-003103
ACBK7g03104,Mpyg-4-003104
ACBK7g03105,Mpyg-4-003105
ACBK7g03106,Mpyg-4-003106
ACBK7g03107,Mpyg-4-003107
ACBK7g03108,Mpyg-4-003108
ACBK7g03109,Mpyg-4-003109
ACBK7g03110,Mpyg-4-003110
ACBK7g03111,Mpyg-4-003111
ACBK7g03112,Mpyg-4-003112
ACBK7g03113,Mpyg-4-003113
ACBK7g03114,Mpyg-4-003114
ACBK7g03115,Mpyg-4-003115
ACBK7g03116,Mpyg-4-003116
ACBK7g03117,Mpyg-4-003117
ACBK7g03118,Mpyg-4-003118
ACBK7g03119,Mpyg-4-003119
ACBK7g03120,Mpyg-4-003120
ACBK7g03121,Mpyg-4-003121
ACBK7g03122,Mpyg-4-003122
ACBK7g03123,Mpyg-4-003123
ACBK7g03124,Mpyg-4-003124
ACBK7g03125,Mpyg-4-003125
ACBK7g03126,Mpyg-4-003126
ACBK7g03127,Mpyg-4-003127
ACBK7g03128,Mpyg-4-003128
ACBK7g03129,Mpyg-4-003129
ACBK7g03130,Mpyg-4-003130
ACBK7g03131,Mpyg-4-003131
ACBK7g03132,Mpyg-4-003132
ACBK7g03133,Mpyg-4-003133
ACBK7g03134,Mpyg-4-003134
ACBK7g03135,Mpyg-4-003135
ACBK7g03136,Mpyg-4-003136
ACBK7g03137,Mpyg-4-003137
ACBK7g03138,Mpyg-4-003138
ACBK7g03139,Mpyg-4-003139
ACBK7g03140,Mpyg-4-003140
ACBK7g03141,Mpyg-4-003141
ACBK7g03142,Mpyg-4-003142
ACBK7g03143,Mpyg-4-003143
ACBK7g03144,Mpyg-4-003144
ACBK7g03145,Mpyg-4-003145
ACBK7g03146,Mpyg-4-003146
ACBK7g03147,Mpyg-4-003147
ACBK7g03148,Mpyg-4-003148
ACBK7g03149,Mpyg-4-003149
ACBK7g03150,Mpyg-4-003150
ACBK7g03151,Mpyg-4-003151
ACBK7g03152,Mpyg-4-003152
ACBK7g03153,Mpyg-4-003153
ACBK7g03154,Mpyg-4-003154
ACBK7g03155,Mpyg-4-003155
ACBK7g03156,Mpyg-4-003156
ACBK7g03157,Mpyg-4-003157
ACBK7g03158,Mpyg-4-003158
ACBK7g03159,Mpyg-4-003159
ACBK7g03160,Mpyg-4-003160
ACBK7g03161,Mpyg-4-003161
ACBK7g03162,Mpyg-4-003162
ACBK7g03163,Mpyg-4-003163
ACBK7g03164,Mpyg-4-003164
ACBK7g03165,Mpyg-4-003165
ACBK7g03166,Mpyg-4-003166
ACBK7g03167,Mpyg-4-003167
ACBK7g03168,Mpyg-4-003168
ACBK7g03169,Mpyg-4-003169
ACBK7g03170,Mpyg-4-003170
ACBK7g03171,Mpyg-4-003171
ACBK7g03172,Mpyg-4-003172
ACBK7g03173,Mpyg-4-003173
ACBK7g03174,Mpyg-4-003174
ACBK7g03175,Mpyg-4-003175
ACBK7g03176,Mpyg-4-003176
ACBK7g03177,Mpyg-4-003177
ACBK7g03178,Mpyg-4-003178
ACBK7g03179,Mpyg-4-003179
ACBK7g03180,Mpyg-4-003180
ACBK7g03181,Mpyg-4-003181
ACBK7g03182,Mpyg-4-003182
ACBK7g03183,Mpyg-4-003183
ACBK7g03184,Mpyg-4-003184
ACBK7g03185,Mpyg-4-003185
ACBK7g03186,Mpyg-4-003186
ACBK7g03187,Mpyg-4-003187
ACBK7g03188,Mpyg-4-003188
ACBK7g03189,Mpyg-4-003189
ACBK7g03190,Mpyg-4-003190
ACBK7g03191,Mpyg-4-003191
ACBK7g03192,Mpyg-4-003192
ACBK7g03193,Mpyg-4-003193
ACBK7g03194,Mpyg-4-003194
ACBK7g03195,Mpyg-4-003195
ACBK7g03196,Mpyg-4-003196
ACBK7g03197,Mpyg-4-003197
ACBK7g03198,Mpyg-4-003198
ACBK7g03199,Mpyg-4-003199
ACBK7g03200,Mpyg-4-003200
ACBK7g03201,Mpyg-4-003201
ACBK7g03202,Mpyg-4-003202
ACBK7g03203,Mpyg-4-003203
ACBK7g03204,Mpyg-4-003204
ACBK7g03205,Mpyg-4-003205
ACBK7g03206,Mpyg-4-003206
ACBK7g03207,Mpyg-4-003207
ACBK7g03208,Mpyg-4-003208
ACBK7g03209,Mpyg-4-003209
ACBK7g03210,Mpyg-4-003210
ACBK7g03211,Mpyg-4-003211
ACBK7g03212,Mpyg-4-003212
ACBK7g03213,Mpyg-4-003213
ACBK7g03214,Mpyg-4-003214
ACBK7g03215,Mpyg-4-003215
ACBK7g03216,Mpyg-4-003216
ACBK7g03217,Mpyg-4-003217
ACBK7g03218,Mpyg-4-003218
ACBK7g03219,Mpyg-4-003219
ACBK7g03220,Mpyg-4-003220
ACBK7g03221,Mpyg-4-003221
ACBK7g03222,Mpyg-4-003222
ACBK7g03223,Mpyg-4-003223
ACBK7g03224,Mpyg-4-003224
ACBK7g03225,Mpyg-4-003225
ACBK7g03226,Mpyg-4-003226
ACBK7g03227,Mpyg-4-003227
ACBK7g03228,Mpyg-4-003228
ACBK7g03229,Mpyg-4-003229
ACBK7g03230,Mpyg-4-003230
ACBK7g03231,Mpyg-4-003231
ACBK7g03232,Mpyg-4-003232
ACBK7g03233,Mpyg-4-003233
ACBK7g03234,Mpyg-4-003234
ACBK7g03235,Mpyg-4-003235
ACBK7g03236,Mpyg-4-003236
ACBK7g03237,Mpyg-4-003237
ACBK7g03238,Mpyg-4-003238
ACBK7g03239,Mpyg-4-003239
ACBK7g03240,Mpyg-4-003240
ACBK7g03241,Mpyg-4-003241
ACBK7g03242,Mpyg-4-003242
ACBK7g03243,Mpyg-4-003243
ACBK7g03244,Mpyg-4-003244
