,Aare-4-000003,Aha-4-000001,Alsp-4-000002,Aru-a04-002343,,Asu-2-001210,Asu-9-000006,Ath-2-001391,,,Cen-7-002886,Cen-10-002845,Cfle-4-002886,Chivh-2-004894,Cla-7-02636,Cne-2-003890,Cpl-320-000004,Crub-4-000001,Csa-9-003557,Csa-7-002974,Csa-16-002824,Eche-7-002234,Esal-3-000009,Iind-5-003179,Mpe-12-000003,Mpyg-2-000094,Spar-4-000006,Tar-4-002763,,,
Aara-1-002523,Aare-4-002819,Aha-4-002783,Alsp-4-002995,Aru-a04-000223,Aru-b04-000208,Asu-2-003772,Asu-9-003078,Ath-2-004018,.,Bst-4-002682,Cen-3-002616,Cen-10-000129,.,.,Cla-7-00211,.,Cpl-393-000197,Crub-4-002775,Csa-5-000247,Csa-4-003707,Csa-6-003601,.,Esal-3-002794,Iind-5-000172,Mpe-17-000446,.,Spar-4-000634,Tar-4-000200,Tca-1-003163,,.
Aara-1-002524,.,.,Alsp-4-002996,Aru-a04-000222,Aru-b04-000207,Asu-2-003773,Asu-9-003080,Ath-2-004019,Bdiv-4-000241,.,Cen-3-002615,Cen-10-000130,Cfle-4-000227,Chivh-4-000276,Cla-7-00210,.,.,Crub-4-002776,Csa-5-000246,Csa-4-003708,Csa-6-003602,Eche-7-000209,Esal-3-002793,Iind-5-000171,Mpe-17-000447,Mpyg-2-000306,.,Tar-4-000199,Tca-1-003159,,.
Aara-1-002525,Aare-4-002820,Aha-4-002784,Alsp-4-002997,Aru-a04-000221,Aru-b04-000206,Asu-2-003774,Asu-9-003081,Ath-2-004020,Bdiv-4-000240,Bst-4-002683,Cen-3-002614,Cen-10-000131,Cfle-4-000226,Chivh-4-000275,Cla-7-00209,Cne-4-004529,Cpl-393-000195,Crub-4-002777,Csa-5-000245,Csa-4-003709,Csa-6-003603,.,.,.,Mpe-17-000448,Mpyg-2-000305,Spar-4-000632,Tar-4-000198,Tca-1-003156,,Ggyn-17-000115
.,Aare-4-002821,.,Alsp-4-002998,Aru-a04-000220,Aru-b04-000205,Asu-2-003775,Asu-9-003082,Ath-2-004021,Bdiv-4-000239,Bst-4-002684,Cen-3-002613,Cen-10-000132,Cfle-4-000225,Chivh-4-000274,.,Cne-4-004530,Cpl-393-000194,Crub-4-002778,Csa-5-000244,Csa-4-003710,Csa-6-003604,Eche-7-000208,Esal-3-002792,Iind-5-000169,Mpe-17-000449,.,Spar-4-000631,.,.,,Ggyn-17-000114
Aara-1-002526,Aare-4-002822,Aha-4-002785,Alsp-4-002999,Aru-a04-000219,Aru-b04-000204,Asu-2-003776,Asu-9-003083,Ath-2-004022,Bdiv-4-000238,.,Cen-3-002612,Cen-10-000133,Cfle-4-000224,Chivh-4-000273,Cla-7-00208,Cne-4-004531,Cpl-393-000193,Crub-4-002779,Csa-5-000243,Csa-4-003711,Csa-6-003605,Eche-7-000207,Esal-3-002791,Iind-5-000168,Mpe-17-000450,Mpyg-2-000304,Spar-4-000630,Tar-4-000195,Tca-1-003151,,Ggyn-17-000113
.,.,Aha-4-002786,Alsp-4-003000,Aru-a04-000218,.,Asu-2-003777,Asu-9-003084,Ath-2-004023,.,.,.,Cen-10-000134,.,.,.,.,.,Crub-4-002780,.,.,.,.,Esal-3-002790,.,Mpe-17-000451,.,.,.,Tca-1-003150,,.
Aara-1-002527,.,.,Alsp-4-003001,Aru-a04-000217,Aru-b04-000200,Asu-2-003778,Asu-9-003085,Ath-2-004024,.,.,Cen-3-002611,Cen-10-000135,.,.,Cla-7-00207,.,Cpl-393-000192,Crub-4-002781,Csa-5-000242,Csa-4-003712,Csa-6-003606,Eche-7-000206,Esal-3-002789,Iind-5-000167,Mpe-17-000452,Mpyg-2-000303,Spar-4-000629,Tar-4-000194,Tca-1-003138,,Ggyn-17-000112
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-002782,.,.,.,.,.,.,.,.,.,.,.,,.
Aara-1-002528,Aare-4-002824,Aha-4-002788,Alsp-4-003003,Aru-a04-000215,Aru-b04-000198,Asu-2-003780,Asu-9-003087,Ath-2-004026,Bdiv-4-000235,.,Cen-3-002609,Cen-10-000137,Cfle-4-000222,Chivh-4-000271,Cla-7-00205,Cne-4-004533,.,Crub-4-002783,Csa-5-000241,Csa-4-003713,Csa-6-003607,.,Esal-3-002787,Iind-5-000166,Mpe-17-000454,Mpyg-2-000301,.,Tar-4-000191,Tca-1-003133,,Ggyn-17-000111
Aara-1-002529,Aare-4-002825,Aha-4-002789,Alsp-4-003004,Aru-a04-000214,Aru-b04-000197,Asu-2-003781,Asu-9-003088,Ath-2-004027,Bdiv-4-000234,Bst-4-002688,Cen-3-002608,Cen-10-000138,Cfle-4-000221,Chivh-4-000270,Cla-7-00204,Cne-4-004534,Cpl-393-000189,Crub-4-002784,Csa-5-000240,Csa-4-003714,Csa-6-003608,Eche-7-000203,Esal-3-002786,Iind-5-000165,Mpe-17-000455,Mpyg-2-000300,Spar-4-000626,Tar-4-000190,Tca-1-003126,,.
Aara-1-002530,Aare-4-002826,Aha-4-002790,Alsp-4-003005,Aru-a04-000212,Aru-b04-000196,Asu-2-003782,Asu-9-003089,Ath-2-004028,Bdiv-4-000233,Bst-4-002689,Cen-3-002607,Cen-10-000139,.,Chivh-4-000269,Cla-7-00203,Cne-4-004535,Cpl-393-000188,Crub-4-002785,Csa-5-000239,Csa-4-003715,Csa-6-003609,Eche-7-000202,Esal-3-002785,Iind-5-000164,Mpe-17-000456,Mpyg-2-000299,Spar-4-000625,Tar-4-000189,.,,.
Aara-1-002532,.,Aha-4-002791,Alsp-4-003006,Aru-a04-000211,Aru-b04-000195,Asu-2-003783,Asu-9-003090,Ath-2-004029,Bdiv-4-000232,Bst-4-002690,Cen-3-002606,Cen-10-000140,.,Chivh-4-000268,Cla-7-00202,Cne-4-004536,.,Crub-4-002786,Csa-5-000237,Csa-4-003716,Csa-6-003610,Eche-7-000201,Esal-3-002784,Iind-5-000163,Mpe-17-000457,Mpyg-2-000298,Spar-4-000624,Tar-4-000188,.,,.
Aara-1-002533,Aare-4-002828,Aha-4-002792,Alsp-4-003007,Aru-a04-000210,Aru-b04-000194,Asu-2-003784,Asu-9-003091,Ath-2-004030,.,Bst-4-002691,Cen-3-002605,Cen-10-000141,Cfle-4-000218,Chivh-4-000267,Cla-7-00201,Cne-4-004537,.,Crub-4-002787,Csa-5-000236,Csa-4-003717,Csa-6-003611,Eche-7-000200,Esal-3-002783,Iind-5-000162,Mpe-17-000458,Mpyg-2-000297,.,Tar-4-000187,Tca-1-003117,,Ggyn-17-000110
.,Aare-4-002829,Aha-4-002793,Alsp-4-003008,Aru-a04-000209,Aru-b04-000192,Asu-2-003785,Asu-9-003092,Ath-2-004031,.,Bst-4-002692,.,.,.,Chivh-4-000266,Cla-7-00200,.,.,Crub-4-002788,Csa-5-000235,.,Csa-6-003612,Eche-7-000199,.,Iind-5-000159,.,Mpyg-2-000296,.,.,.,,.
.,.,Aha-4-002794,.,Aru-a04-000208,Aru-b04-000191,.,Asu-9-003093,.,.,.,Cen-3-002604,Cen-10-000142,.,.,Cla-7-00199,Cne-4-004539,.,Crub-4-002789,Csa-5-000234,Csa-4-003718,Csa-6-003613,.,.,Iind-5-000157,Mpe-17-000461,.,.,.,.,,.
.,.,Aha-4-002797,Alsp-4-003011,Aru-a04-000207,Aru-b04-000190,Asu-2-003787,Asu-9-003096,Ath-2-004034,Bdiv-4-000227,Bst-4-002695,Cen-3-002603,Cen-10-000143,Cfle-4-000215,Chivh-4-000264,Cla-7-00197,Cne-4-004540,Cpl-393-000184,Crub-4-002790,Csa-5-000233,Csa-4-003719,Csa-6-003614,Eche-7-000195,Esal-3-002799,Iind-5-000154,Mpe-17-000464,Mpyg-2-000295,Spar-4-000622,Tar-4-000186,Tca-1-003113,,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-002791,.,.,.,.,.,.,.,.,.,.,.,,.
Aara-1-002534,Aare-4-002834,Aha-4-002798,Alsp-4-003012,.,.,Asu-2-003788,Asu-9-003097,Ath-2-004035,.,Bst-4-002696,Cen-3-002602,Cen-10-000144,Cfle-4-000214,.,Cla-7-00196,Cne-4-004541,Cpl-393-000183,Crub-4-002792,Csa-5-000232,Csa-4-003720,Csa-6-003615,.,Esal-3-002800,Iind-5-000153,Mpe-17-000465,Mpyg-2-000294,Spar-4-000621,Tar-4-000185,Tca-1-003112,,Ggyn-17-000109
Aara-1-002535,Aare-4-002835,Aha-4-002799,Alsp-4-003013,Aru-a04-000206,Aru-b04-000189,Asu-2-003789,Asu-9-003098,Ath-2-004036,Bdiv-4-000226,Bst-4-002697,Cen-3-002601,Cen-10-000145,Cfle-4-000213,Chivh-4-000262,Cla-7-00195,Cne-4-004542,.,Crub-4-002793,Csa-5-000231,Csa-4-003721,Csa-6-003616,Eche-7-000193,Esal-3-002801,.,Mpe-17-000466,.,Spar-4-000620,.,Tca-1-003109,,.
Aara-1-002536,Aare-4-002836,Aha-4-002800,Alsp-4-003014,Aru-a04-000205,Aru-b04-000188,Asu-2-003790,Asu-9-003099,Ath-2-004037,Bdiv-4-000225,Bst-4-002698,Cen-3-002600,Cen-10-000146,Cfle-4-000212,Chivh-4-000261,Cla-7-00194,Cne-4-004543,Cpl-393-000181,Crub-4-002794,Csa-5-000230,Csa-4-003722,Csa-6-003617,Eche-7-000192,Esal-3-002802,Iind-5-000152,Mpe-17-000467,Mpyg-2-000293,Spar-4-000619,Tar-4-000184,Tca-1-003107,,.
Aara-1-002537,.,Aha-4-002801,Alsp-4-003015,Aru-a04-000204,Aru-b04-000187,Asu-2-003791,Asu-9-003100,Ath-2-004038,.,Bst-4-002699,Cen-3-002599,Cen-10-000147,.,.,Cla-7-00193,.,Cpl-393-000180,Crub-4-002795,Csa-5-000229,Csa-4-003723,Csa-6-003618,.,Esal-3-002803,Iind-5-000151,Mpe-17-000468,Mpyg-2-000292,Spar-4-000618,Tar-4-000183,.,,Ggyn-17-000107
Aara-1-002538,Aare-4-002839,Aha-4-002802,Alsp-4-003017,.,.,Asu-2-003793,Asu-9-003102,Ath-2-004040,Bdiv-4-000222,Bst-4-002701,Cen-3-002598,Cen-10-000150,Cfle-4-000209,Chivh-4-000258,Cla-7-00191,Cne-4-004546,Cpl-393-000178,Crub-4-002796,Csa-5-000226,Csa-4-003725,Csa-6-003620,.,Esal-3-002804,Iind-5-000149,Mpe-17-000469,Mpyg-2-000290,Spar-4-000616,Tar-4-000181,Tca-1-003104,,.
Aara-1-002539,Aare-4-002841,.,Alsp-4-003018,Aru-a04-000203,Aru-b04-000186,Asu-2-003794,Asu-9-003103,Ath-2-004041,Bdiv-4-000220,Bst-4-002703,Cen-3-002597,Cen-10-000151,Cfle-4-000208,Chivh-4-000256,Cla-7-00190,Cne-4-004547,.,Crub-4-002797,Csa-5-000224,Csa-4-003726,Csa-6-003621,.,Esal-3-002805,.,Mpe-17-000470,Mpyg-2-000289,.,Tar-4-000180,Tca-1-003103,,.
Aara-1-002540,.,Aha-4-002803,Alsp-4-003019,Aru-a04-000202,Aru-b04-000185,Asu-2-003795,Asu-9-003105,Ath-2-004042,.,.,Cen-3-002596,Cen-10-000152,Cfle-4-000207,Chivh-4-000254,Cla-7-00189,Cne-4-004549,Cpl-393-000176,Crub-4-002798,Csa-5-000222,Csa-4-003728,Csa-6-003623,.,Esal-3-002806,Iind-5-000148,Mpe-17-000471,Mpyg-2-000288,Spar-4-000614,Tar-4-000179,Tca-1-003102,,.
Aara-1-002541,.,.,Alsp-4-003020,.,.,Asu-2-003796,Asu-9-003106,Ath-2-004043,Bdiv-4-000218,Bst-4-002705,Cen-3-002595,.,.,Chivh-4-000253,Cla-7-00188,Cne-4-004550,.,Crub-4-002799,Csa-5-000221,Csa-4-003729,Csa-6-003624,.,.,Iind-5-000147,Mpe-17-000472,Mpyg-2-000287,.,.,Tca-1-003098,,.
.,Aare-4-002847,Aha-4-002809,Alsp-4-003023,Aru-a04-000200,Aru-b04-000183,Asu-2-003798,Asu-9-003110,Ath-2-004045,Bdiv-4-000215,Bst-4-002708,Cen-3-002617,Cen-10-000154,.,Chivh-4-000251,Cla-7-00186,Cne-4-004551,Cpl-393-000173,Crub-4-002800,Csa-5-000219,Csa-4-003731,Csa-6-003626,.,Esal-3-002808,Iind-5-000145,Mpe-17-000473,Mpyg-2-000282,Spar-4-000611,.,Tca-1-003082,,Ggyn-17-000106
Aara-1-002544,Aare-4-002848,Aha-4-002810,Alsp-4-003024,.,.,Asu-2-003799,Asu-9-003111,Ath-2-004046,Bdiv-4-000214,Bst-4-002709,Cen-3-002618,Cen-10-000155,Cfle-4-000203,Chivh-4-000250,Cla-7-00185,Cne-4-004552,Cpl-393-000172,Crub-4-002801,Csa-5-000218,Csa-4-003732,Csa-6-003627,Eche-7-000186,Esal-3-002809,Iind-5-000144,Mpe-17-000474,Mpyg-2-000281,Spar-4-000610,.,Tca-1-003081,,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-002802,.,.,.,.,.,.,.,.,.,.,.,,.
Aara-1-002545,Aare-4-002849,Aha-4-002811,Alsp-4-003025,Aru-a04-000199,Aru-b04-000181,Asu-2-003800,Asu-9-003112,Ath-2-004047,Bdiv-4-000213,Bst-4-002710,Cen-3-002619,Cen-10-000156,Cfle-4-000202,Chivh-4-000249,Cla-7-00184,Cne-4-004553,Cpl-393-000171,Crub-4-002803,Csa-5-000217,Csa-4-003733,Csa-6-003628,.,Esal-3-002810,Iind-5-000143,Mpe-17-000475,Mpyg-2-000280,Spar-4-000609,Tar-4-000177,.,,.
.,Aare-4-002850,Aha-4-002812,Alsp-4-003026,Aru-a04-000198,Aru-b04-000180,Asu-2-003801,Asu-9-003113,Ath-2-004048,Bdiv-4-000212,Bst-4-002711,Cen-3-002620,Cen-10-000157,Cfle-4-000201,Chivh-4-000248,Cla-7-00183,Cne-4-004554,.,Crub-4-002804,Csa-5-000216,Csa-4-003734,Csa-6-003629,.,Esal-3-002811,Iind-5-000142,Mpe-17-000476,Mpyg-2-000279,.,.,Tca-1-003078,,.
.,Aare-4-002851,.,Alsp-4-003027,.,.,.,Asu-9-003114,Ath-2-004049,Bdiv-4-000211,Bst-4-002712,.,.,.,Chivh-4-000247,.,Cne-4-004555,.,Crub-4-002805,Csa-5-000215,Csa-4-003735,.,Eche-7-000181,Esal-3-002812,.,.,Mpyg-2-000277,Spar-4-000606,Tar-4-000176,Tca-1-003062,,Ggyn-17-000104
Aara-1-002548,Aare-4-002852,Aha-4-002814,Alsp-4-003030,Aru-a04-000195,Aru-b04-000179,Asu-2-003803,Asu-9-003116,Ath-2-004051,Bdiv-4-000210,Bst-4-002713,.,Cen-10-000161,Cfle-4-000198,Chivh-4-000246,Cla-7-00180,Cne-4-004556,Cpl-393-000167,Crub-4-002806,Csa-5-000214,Csa-4-003736,Csa-6-003630,Eche-7-000179,Esal-3-002814,Iind-5-000139,Mpe-17-000480,Mpyg-2-000274,Spar-4-000604,Tar-4-000173,Tca-1-003058,,.
.,Aare-4-002853,Aha-4-002815,Alsp-4-003031,.,Aru-b04-000178,Asu-2-003804,Asu-9-003117,Ath-2-004052,Bdiv-4-000208,Bst-4-002714,Cen-3-002625,Cen-10-000162,Cfle-4-000197,Chivh-4-000245,Cla-7-00179,Cne-4-004557,Cpl-393-000166,Crub-4-002807,Csa-5-000213,Csa-4-003737,Csa-6-003631,Eche-7-000178,Esal-3-002815,Iind-5-000138,Mpe-17-000481,Mpyg-2-000273,Spar-4-000603,Tar-4-000172,Tca-1-003055,,.
Aara-1-002549,Aare-4-002854,Aha-4-002816,Alsp-4-003032,Aru-a04-000194,Aru-b04-000177,Asu-2-003805,Asu-9-003118,Ath-2-004053,Bdiv-4-000207,Bst-4-002715,Cen-3-002626,Cen-10-000163,Cfle-4-000196,Chivh-4-000244,Cla-7-00178,Cne-4-004558,Cpl-393-000165,Crub-4-002808,Csa-5-000212,Csa-4-003738,Csa-6-003632,Eche-7-000177,Esal-3-002816,Iind-5-000137,Mpe-17-000482,Mpyg-2-000272,Spar-4-000602,Tar-4-000171,Tca-1-003054,,.
Aara-1-002550,Aare-4-002855,Aha-4-002817,Alsp-4-003033,Aru-a04-000193,Aru-b04-000176,Asu-2-003806,Asu-9-003119,Ath-2-004054,Bdiv-4-000206,Bst-4-002716,Cen-3-002627,Cen-10-000164,Cfle-4-000195,Chivh-4-000243,Cla-7-00177,Cne-4-004559,Cpl-393-000164,Crub-4-002809,Csa-5-000211,Csa-4-003739,Csa-6-003633,Eche-7-000176,Esal-3-002817,Iind-5-000136,Mpe-17-000483,Mpyg-2-000271,Spar-4-000601,Tar-4-000170,.,,Ggyn-17-000103
Aara-1-002551,Aare-4-002856,Aha-4-002818,Alsp-4-003034,Aru-a04-000192,Aru-b04-000175,Asu-2-003807,Asu-9-003120,Ath-2-004055,Bdiv-4-000205,Bst-4-002717,.,.,Cfle-4-000194,Chivh-4-000242,Cla-7-00176,Cne-4-004560,.,Crub-4-002810,Csa-5-000210,Csa-4-003740,Csa-6-003634,Eche-7-000175,Esal-3-002818,Iind-5-000135,Mpe-17-000484,Mpyg-2-000270,.,Tar-4-000169,Tca-1-003052,,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-002811,.,.,.,.,.,.,.,.,.,.,.,,.
Aara-1-002552,.,Aha-4-002819,Alsp-4-003036,Aru-a04-000191,Aru-b04-000174,Asu-2-003809,Asu-9-003123,Ath-2-004057,Bdiv-4-000204,.,Cen-3-002628,Cen-10-000165,.,.,.,Cne-4-004563,Cpl-393-000162,Crub-4-002812,Csa-5-000209,Csa-4-003741,Csa-6-003635,Eche-7-000174,Esal-3-002819,Iind-5-000134,Mpe-17-000485,Mpyg-2-000269,.,Tar-4-000168,Tca-1-003051,,.
Aara-1-002553,Aare-4-002858,.,Alsp-4-003037,Aru-a04-000190,Aru-b04-000173,Asu-2-003810,Asu-9-003124,Ath-2-004058,Bdiv-4-000199,Bst-4-002720,Cen-3-002629,Cen-10-000167,.,Chivh-4-000240,.,Cne-4-004564,Cpl-393-000161,Crub-4-002813,Csa-5-000207,Csa-4-003742,Csa-6-003636,.,Esal-3-002820,Iind-5-000133,Mpe-17-000486,Mpyg-2-000268,Spar-4-000600,.,Tca-1-003046,,.
Aara-1-002554,Aare-4-002859,Aha-4-002820,Alsp-4-003038,Aru-a04-000189,Aru-b04-000172,Asu-2-003811,Asu-9-003125,Ath-2-004059,Bdiv-4-000198,Bst-4-002721,Cen-3-002630,Cen-10-000169,Cfle-4-000191,Chivh-4-000239,.,Cne-4-004565,Cpl-393-000160,Crub-4-002814,Csa-5-000206,Csa-4-003743,Csa-6-003637,Eche-7-000173,Esal-3-002821,Iind-5-000132,Mpe-17-000487,Mpyg-2-000267,Spar-4-000599,Tar-4-000167,Tca-1-003045,,.
Aara-1-002555,.,.,Alsp-4-003039,Aru-a04-000188,.,Asu-2-003812,Asu-9-003126,Ath-2-004060,.,.,Cen-3-002631,Cen-10-000170,.,.,Cla-7-00175,Cne-4-004566,.,Crub-4-002815,Csa-5-000205,Csa-4-003745,Csa-6-003638,Eche-7-000172,Esal-3-002822,Iind-5-000131,Mpe-17-000488,Mpyg-2-000264,Spar-4-000598,Tar-4-000166,Tca-1-003044,,.
.,.,.,.,.,.,.,.,.,.,.,.,.,Cfle-4-000190,.,.,Cne-4-004567,.,Crub-4-002816,.,.,.,.,.,.,.,.,.,.,.,,.
.,Aare-4-002862,.,Alsp-4-003040,Aru-a04-000186,Aru-b04-000171,Asu-2-003813,Asu-9-003127,Ath-2-004061,Bdiv-4-000196,Bst-4-002723,Cen-3-002632,Cen-10-000171,.,Chivh-4-000238,.,Cne-4-004568,Cpl-393-000158,Crub-4-002817,Csa-5-000204,Csa-4-003746,Csa-6-003639,Eche-7-000171,Esal-3-002823,Iind-5-000130,.,Mpyg-2-000263,Spar-4-000597,Tar-4-000165,Tca-1-003041,,Ggyn-17-000101
Aara-1-002556,Aare-4-002863,Aha-4-002821,Alsp-4-003041,Aru-a04-000185,Aru-b04-000170,Asu-2-003814,Asu-9-003128,Ath-2-004062,Bdiv-4-000195,Bst-4-002724,Cen-3-002633,Cen-10-000172,.,Chivh-4-000237,Cla-7-00171,Cne-4-004569,.,Crub-4-002818,Csa-5-000203,Csa-4-003747,Csa-6-003640,Eche-7-000170,Esal-3-002824,Iind-5-000129,Mpe-17-000489,Mpyg-2-000262,.,Tar-4-000164,Tca-1-003038,,.
Aara-1-002557,.,Aha-4-002822,Alsp-4-003042,Aru-a04-000184,Aru-b04-000169,Asu-2-003815,Asu-9-003129,Ath-2-004063,Bdiv-4-000194,Bst-4-002725,Cen-3-002634,Cen-10-000173,Cfle-4-000188,Chivh-4-000236,Cla-7-00170,Cne-4-004570,Cpl-393-000156,Crub-4-002819,Csa-5-000202,Csa-4-003748,Csa-6-003641,Eche-7-000169,Esal-3-002825,Iind-5-000128,Mpe-17-000490,Mpyg-2-000261,.,Tar-4-000163,Tca-1-003034,,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.
Aara-1-002558,.,Aha-4-002823,Alsp-4-003043,.,.,Asu-2-003816,Asu-9-003130,Ath-2-004064,Bdiv-4-000193,.,Cen-3-002635,Cen-10-000174,.,Chivh-4-000235,Cla-7-00169,Cne-4-004571,Cpl-393-000155,Crub-4-002821,Csa-5-000200,Csa-4-003749,Csa-6-003642,Eche-7-000168,Esal-3-002826,Iind-5-000127,Mpe-17-000491,Mpyg-2-000260,Spar-4-000594,Tar-4-000161,Tca-1-003032,,Ggyn-17-000100
Aara-1-002559,Aare-4-002866,Aha-4-002824,Alsp-4-003044,Aru-a04-000183,Aru-b04-000168,Asu-2-003817,Asu-9-003131,Ath-2-004065,Bdiv-4-000192,Bst-4-002727,Cen-3-002636,Cen-10-000175,Cfle-4-000186,Chivh-4-000234,Cla-7-00168,Cne-4-004572,Cpl-393-000154,Crub-4-002822,Csa-5-000199,Csa-4-003750,Csa-6-003643,.,Esal-3-002827,Iind-5-000126,Mpe-17-000492,Mpyg-2-000259,Spar-4-000593,Tar-4-000160,Tca-1-003026,,Ggyn-17-000099
.,Aare-4-002867,Aha-4-002825,Alsp-4-003045,Aru-a04-000180,Aru-b04-000167,Asu-2-003818,Asu-9-003132,Ath-2-004066,.,.,Cen-3-002638,Cen-10-000178,Cfle-4-000184,.,.,Cne-4-004573,.,Crub-4-002823,Csa-5-000195,Csa-4-003751,.,Eche-7-000166,.,.,.,Mpyg-2-000258,Spar-4-000592,Tar-4-000159,.,,.
Aara-1-002560,Aare-4-002869,Aha-4-002826,Alsp-4-003048,Aru-a04-000179,Aru-b04-000166,Asu-2-003820,Asu-9-003133,Ath-2-004068,.,.,Cen-3-002639,Cen-10-000179,.,Chivh-4-000231,Cla-7-00167,.,.,Crub-4-002824,Csa-5-000194,Csa-4-003752,Csa-6-003646,.,Esal-3-002828,Iind-5-000001,Mpe-17-000493,Mpyg-2-000257,.,.,Tca-1-003023,,.
Aara-1-002561,.,Aha-4-002827,Alsp-4-003049,.,.,Asu-2-003822,Asu-9-003134,Ath-2-004070,Bdiv-4-000190,.,Cen-3-002640,Cen-10-000180,Cfle-4-000182,Chivh-4-000229,Cla-7-00166,Cne-4-004576,Cpl-393-000152,Crub-4-002825,Csa-5-000193,Csa-4-003754,Csa-6-003647,Eche-7-000164,Esal-3-002829,Iind-5-000003,Mpe-17-000495,Mpyg-2-000256,Spar-4-000590,.,Tca-1-003020,,.
Aara-1-002562,.,Aha-4-002829,Alsp-4-003050,.,.,Asu-2-003823,Asu-9-003135,Ath-2-004071,Bdiv-4-000189,Bst-4-002731,Cen-3-002641,Cen-10-000181,Cfle-4-000181,Chivh-4-000227,Cla-7-00165,Cne-4-004577,Cpl-393-000151,Crub-4-002826,Csa-5-000192,Csa-4-003755,Csa-6-003648,Eche-7-000163,Esal-3-002830,Iind-5-000004,Mpe-17-000496,Mpyg-2-000255,Spar-4-000589,Tar-4-000158,Tca-1-003018,,.
Aara-1-002563,.,Aha-4-002830,Alsp-4-003051,.,Aru-b04-000165,Asu-2-003824,Asu-9-003136,Ath-2-004072,.,.,Cen-3-002642,Cen-10-000182,.,Chivh-4-000226,Cla-7-00164,.,Cpl-393-000150,Crub-4-002827,Csa-5-000191,.,Csa-6-003649,.,Esal-3-002831,Iind-5-000009,Mpe-17-000497,Mpyg-2-000254,Spar-4-000588,Tar-4-000157,.,,Ggyn-17-000097
Aara-1-002564,Aare-4-002873,Aha-4-002831,Alsp-4-003052,.,Aru-b04-000164,Asu-2-003825,Asu-9-003137,Ath-2-004073,Bdiv-4-000187,Bst-4-002733,Cen-3-002643,Cen-10-000183,.,Chivh-4-000225,Cla-7-00163,Cne-4-004578,.,Crub-4-002828,Csa-5-000190,Csa-4-003756,Csa-6-003650,.,Esal-3-002832,Iind-5-000010,Mpe-17-000498,Mpyg-2-000253,.,Tar-4-000156,Tca-1-003011,,.
.,.,Aha-4-002832,Alsp-4-003053,.,Aru-b04-000163,.,Asu-9-003138,Ath-2-004074,.,.,.,.,.,.,Cla-7-00162,.,Cpl-393-000148,Crub-4-002829,Csa-5-000189,.,.,Eche-7-000160,Esal-3-002833,.,.,Mpyg-2-000252,Spar-4-000586,.,.,,.
Aara-1-002565,.,Aha-4-002833,Alsp-4-003054,Aru-a04-000178,Aru-b04-000162,Asu-2-003827,Asu-9-003139,Ath-2-004075,Bdiv-4-000186,.,Cen-3-002645,Cen-10-000185,.,Chivh-4-000223,Cla-7-00161,Cne-4-004580,.,Crub-4-002830,Csa-5-000188,Csa-4-003757,Csa-6-003652,Eche-7-000159,Esal-3-002834,Iind-5-000052,Mpe-17-000499,Mpyg-2-000251,.,Tar-4-000154,Tca-1-003007,,Ggyn-17-000095
.,.,.,Alsp-4-003055,.,Aru-b04-000161,Asu-2-003828,Asu-9-003140,Ath-2-004076,.,.,.,.,.,.,.,.,.,Crub-4-002831,.,.,.,.,.,.,.,.,.,.,.,,.
Aara-1-002566,.,Aha-4-002835,Alsp-4-003056,Aru-a04-000173,Aru-b04-000160,Asu-2-003829,Asu-9-003141,Ath-2-004077,.,Bst-4-002737,Cen-3-002648,Cen-10-000187,Cfle-4-000176,.,Cla-7-00160,Cne-4-004582,.,Crub-4-002832,Csa-5-000187,Csa-4-003758,Csa-6-003654,.,Esal-3-002835,Iind-5-000015,Mpe-17-000501,Mpyg-2-000250,.,Tar-4-000153,Tca-1-003004,,.
Aara-1-002567,.,Aha-4-002836,Alsp-4-003058,Aru-a04-000172,Aru-b04-000157,Asu-2-003831,Asu-9-003142,Ath-2-004079,Bdiv-4-000183,Bst-4-002738,Cen-3-002649,Cen-10-000188,.,Chivh-4-000220,Cla-7-00159,Cne-4-004583,Cpl-393-000145,Crub-4-002833,Csa-5-000185,Csa-4-003760,Csa-6-003656,Eche-7-000156,Esal-3-002836,Iind-5-000016,Mpe-17-000503,Mpyg-2-000249,.,Tar-4-000152,Tca-1-002997,,Ggyn-17-000094
Aara-1-002568,.,Aha-4-002837,Alsp-4-003059,Aru-a04-000171,Aru-b04-000156,Asu-2-003832,Asu-9-003143,Ath-2-004080,Bdiv-4-000182,Bst-4-002739,Cen-3-002650,Cen-10-000189,.,Chivh-4-000219,Cla-7-00158,Cne-4-004584,.,Crub-4-002834,Csa-5-000184,Csa-4-003761,Csa-6-003657,Eche-7-000155,Esal-3-002837,.,Mpe-17-000504,Mpyg-2-000248,.,Tar-4-000151,Tca-1-002996,,Ggyn-17-000093
