,Aare-2-000003,Aha-2-000001,Alsp-2-000002,Aru-a02-002015,Aru-b02-000006,Asu-1-005099,Asu-7-000002,Ath-1-005393,Bdiv-1-001742,Bst-1-003188,,Cen-14-002794,Cfle-7-002488,Chivh-2-006206,Cla-5-02337,Cne-2-005372,Cpl-481-000002,Crub-2-000001,Csa-9-004813,,Csa-16-004146,Eche-4-000017,Esal-2-003258,Iind-1-003667,Mpe-14-000712,,Spar-2-000001,,,,
Aara-4-000103,Aare-2-002534,Aha-2-002561,Alsp-2-002500,Aru-a02-000116,Aru-b02-001831,Asu-1-006701,Asu-7-002770,Ath-1-007061,Bdiv-2-000116,Bst-2-003505,.,Cen-14-000126,Cfle-7-000091,Chivh-2-005623,.,Cne-2-004595,Cpl-442-001198,Crub-2-002601,Csa-9-004260,Csa-7-003622,Csa-16-003468,Eche-4-002000,Esal-1-000097,Iind-7-000105,Mpe-13-000108,Mpyg-6-000105,Spar-5-002430,Tar-5-003021,,,Ggyn-8-000833
.,.,Aha-2-002562,Alsp-2-002501,.,Aru-b02-001832,Asu-1-006700,Asu-7-002771,Ath-1-007060,.,.,.,Cen-14-000125,.,.,Cla-5-00097,Cne-2-004596,Cpl-442-001199,Crub-2-002602,Csa-9-004261,Csa-7-003623,Csa-16-003469,Eche-4-002001,Esal-1-000096,Iind-7-000104,.,Mpyg-6-000104,Spar-5-002431,Tar-5-003022,,,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-2-002603,.,.,.,.,.,.,.,.,.,.,,,.
Aara-4-000100,.,Aha-2-002563,Alsp-2-002503,Aru-a02-000114,Aru-b02-001833,Asu-1-006697,Asu-7-002773,Ath-1-007058,Bdiv-2-000114,Bst-2-003507,Cen-6-002500,Cen-14-000122,.,Chivh-2-005625,Cla-5-00096,Cne-2-004597,.,Crub-2-002604,Csa-9-004263,Csa-7-003625,Csa-16-003471,Eche-4-002002,Esal-1-000094,Iind-7-000102,.,Mpyg-6-000103,Spar-5-002433,Tar-5-003025,,,.
Aara-4-000098,Aare-2-002537,Aha-2-002565,Alsp-2-002504,Aru-a02-000111,Aru-b02-001835,Asu-1-006696,Asu-7-002774,Ath-1-007057,Bdiv-2-000113,Bst-2-003508,Cen-6-002501,Cen-14-000121,Cfle-7-000088,.,Cla-5-00095,Cne-2-004598,Cpl-442-001202,Crub-2-002605,Csa-9-004264,Csa-7-003626,Csa-16-003472,.,Esal-1-000093,Iind-7-000101,Mpe-13-000106,Mpyg-6-000102,Spar-5-002434,Tar-5-003026,,,Ggyn-8-000838
Aara-4-000097,Aare-2-002538,Aha-2-002566,Alsp-2-002505,Aru-a02-000110,Aru-b02-001836,Asu-1-006695,Asu-7-002776,Ath-1-007056,Bdiv-2-000112,.,Cen-6-002502,Cen-14-000120,.,Chivh-2-005627,Cla-5-00094,.,Cpl-442-001203,Crub-2-002606,Csa-9-004265,.,Csa-16-003473,Eche-4-002004,Esal-1-000092,Iind-7-000099,Mpe-13-000105,Mpyg-6-000100,Spar-5-002435,Tar-5-003027,,,Ggyn-8-000839
.,Aare-2-002539,Aha-2-002567,Alsp-2-002507,Aru-a02-000108,.,Asu-1-006694,Asu-7-002778,Ath-1-007055,Bdiv-2-000110,Bst-2-003510,.,Cen-14-000118,Cfle-7-000086,Chivh-2-005628,Cla-5-00092,Cne-2-004600,.,Crub-2-002607,Csa-9-004266,Csa-7-003627,Csa-16-003474,Eche-4-002005,.,.,.,.,.,Tar-5-003031,,,Ggyn-8-000841
Aara-4-000095,Aare-2-002540,Aha-2-002568,Alsp-2-002508,.,.,Asu-1-006693,.,Ath-1-007054,Bdiv-2-000109,Bst-2-003511,Cen-6-002505,Cen-14-000117,Cfle-7-000085,Chivh-2-005629,.,Cne-2-004601,Cpl-442-001204,Crub-2-002608,Csa-9-004267,Csa-7-003628,Csa-16-003475,.,Esal-1-000091,Iind-7-000098,Mpe-13-000103,Mpyg-6-000098,Spar-5-002437,.,,,.
Aara-4-000094,.,Aha-2-002571,Alsp-2-002511,Aru-a02-000106,.,.,Asu-7-002781,.,.,.,.,.,.,Chivh-2-005634,.,Cne-2-004605,Cpl-442-001205,Crub-2-002609,Csa-9-004271,Csa-7-003631,Csa-16-003478,.,Esal-1-000090,Iind-7-000097,Mpe-13-000102,Mpyg-6-000097,.,Tar-5-003038,,,.
.,Aare-2-002543,Aha-2-002572,Alsp-2-002512,.,Aru-b02-001840,Asu-1-006691,Asu-7-002782,Ath-1-007052,.,Bst-2-003515,.,Cen-14-000113,.,Chivh-2-005636,Cla-5-00090,Cne-2-004608,Cpl-442-001206,Crub-2-002610,Csa-9-004274,Csa-7-003633,Csa-16-003480,.,Esal-1-000088,.,.,Mpyg-6-000095,Spar-5-002439,Tar-5-003039,,,Ggyn-8-000842
Aara-4-000092,.,.,Alsp-2-002513,Aru-a02-000105,.,Asu-1-006690,Asu-7-002783,Ath-1-007051,.,.,Cen-6-002508,Cen-14-000112,.,.,Cla-5-00089,.,Cpl-442-001207,Crub-2-002611,Csa-9-004275,Csa-7-003634,Csa-16-003481,.,Esal-1-000087,Iind-7-000095,Mpe-13-000100,Mpyg-6-000094,Spar-5-002440,Tar-5-003040,,,Ggyn-8-000843
.,.,Aha-2-002573,Alsp-2-002514,.,.,Asu-1-006689,Asu-7-002784,Ath-1-007050,.,Bst-2-003516,.,.,.,.,.,Cne-2-004609,.,Crub-2-002612,.,Csa-7-003635,.,.,.,.,.,.,.,.,,,.
.,.,Aha-2-002574,Alsp-2-002515,.,.,Asu-1-006688,Asu-7-002785,Ath-1-007049,.,.,Cen-6-002509,Cen-14-000111,.,.,Cla-5-00088,.,.,Crub-2-002613,Csa-9-004276,.,.,.,.,.,.,.,.,.,,,.
Aara-4-000091,Aare-2-002545,Aha-2-002575,Alsp-2-002516,Aru-a02-000103,.,Asu-1-006687,Asu-7-002786,Ath-1-007048,Bdiv-2-000101,Bst-2-003517,Cen-6-002510,Cen-14-000109,Cfle-7-000082,Chivh-2-005638,Cla-5-00087,Cne-2-004610,Cpl-442-001208,Crub-2-002614,Csa-9-004277,Csa-7-003636,Csa-16-003482,Eche-4-002007,Esal-1-000086,Iind-7-000094,Mpe-13-000099,Mpyg-6-000093,Spar-5-002441,.,,,.
Aara-4-000090,.,Aha-2-002576,Alsp-2-002517,Aru-a02-000102,Aru-b02-001841,Asu-1-006686,Asu-7-002787,Ath-1-007047,Bdiv-2-000100,Bst-2-003518,Cen-6-002511,Cen-14-000108,Cfle-7-000081,Chivh-2-005639,Cla-5-00086,.,.,Crub-2-002615,Csa-9-004278,Csa-7-003638,Csa-16-003483,Eche-4-002008,Esal-1-000085,Iind-7-000093,Mpe-13-000098,Mpyg-6-000092,.,Tar-5-003041,,,Ggyn-8-000845
.,Aare-2-002547,Aha-2-002579,Alsp-2-002518,.,Aru-b02-001842,Asu-1-006685,Asu-7-002788,Ath-1-007046,Bdiv-2-000099,Bst-2-003519,Cen-6-002513,Cen-14-000107,Cfle-7-000080,Chivh-2-005640,Cla-5-00085,Cne-2-004612,Cpl-442-001210,Crub-2-002616,Csa-9-004279,.,Csa-16-003484,Eche-4-002009,Esal-1-000084,Iind-7-000092,.,Mpyg-6-000091,Spar-5-002443,.,,,.
Aara-4-000089,Aare-2-002549,Aha-2-002580,Alsp-2-002520,Aru-a02-000101,Aru-b02-001844,Asu-1-006684,Asu-7-002789,Ath-1-007045,.,.,Cen-6-002514,Cen-14-000105,Cfle-7-000078,.,.,Cne-2-004614,Cpl-442-001211,Crub-2-002617,Csa-9-004281,Csa-7-003639,Csa-16-003486,Eche-4-002010,.,Iind-7-000091,Mpe-13-000097,Mpyg-6-000090,Spar-5-002444,Tar-5-003042,,,Ggyn-8-000846
Aara-4-000088,Aare-2-002550,Aha-2-002582,Alsp-2-002521,Aru-a02-000100,Aru-b02-001845,Asu-1-006683,Asu-7-002790,Ath-1-007044,.,Bst-2-003522,Cen-6-002515,Cen-14-000104,Cfle-7-000077,Chivh-2-005643,Cla-5-00084,Cne-2-004615,Cpl-442-001212,Crub-2-002618,Csa-9-004282,Csa-7-003640,Csa-16-003487,Eche-4-002011,Esal-1-000083,Iind-7-000090,Mpe-13-000096,Mpyg-6-000089,Spar-5-002445,Tar-5-003043,,,Ggyn-8-000847
Aara-4-000087,.,.,.,.,.,.,.,.,.,.,.,.,.,Chivh-2-005644,.,Cne-2-004616,.,Crub-2-002619,Csa-9-004283,Csa-7-003641,Csa-16-003489,.,.,Iind-7-000089,Mpe-13-000095,.,.,Tar-5-003044,,,.
.,Aare-2-002551,Aha-2-002583,Alsp-2-002522,.,Aru-b02-001847,Asu-1-006682,Asu-7-002791,Ath-1-007043,Bdiv-2-000093,Bst-2-003524,Cen-6-002516,Cen-14-000103,.,Chivh-2-005645,Cla-5-00083,Cne-2-004617,Cpl-442-001213,Crub-2-002620,Csa-9-004284,Csa-7-003642,Csa-16-003490,Eche-4-002012,.,Iind-7-000088,Mpe-13-000094,Mpyg-6-000088,Spar-5-002446,Tar-5-003045,,,Ggyn-8-000848
Aara-4-000086,Aare-2-002552,.,Alsp-2-002523,Aru-a02-000099,.,Asu-1-006681,Asu-7-002792,Ath-1-007042,Bdiv-2-000092,.,Cen-6-002517,Cen-14-000102,Cfle-7-000075,Chivh-2-005646,Cla-5-00082,Cne-2-004618,Cpl-442-001214,Crub-2-002621,Csa-9-004285,Csa-7-003643,Csa-16-003491,.,Esal-1-000082,Iind-7-000087,Mpe-13-000093,Mpyg-6-000087,Spar-5-002447,Tar-5-003046,,,Ggyn-8-000849
Aara-4-000085,Aare-2-002553,Aha-2-002585,Alsp-2-002524,Aru-a02-000098,Aru-b02-001848,Asu-1-006680,Asu-7-002793,Ath-1-007041,Bdiv-2-000091,Bst-2-003526,Cen-6-002518,Cen-14-000101,Cfle-7-000074,Chivh-2-005647,.,Cne-2-004619,Cpl-442-001215,Crub-2-002622,Csa-9-004286,Csa-7-003644,Csa-16-003492,Eche-4-002013,Esal-1-000081,Iind-7-000086,Mpe-13-000092,Mpyg-6-000086,Spar-5-002448,Tar-5-003047,,,Ggyn-8-000850
Aara-4-000084,.,Aha-2-002586,Alsp-2-002525,Aru-a02-000097,.,Asu-1-006679,Asu-7-002794,Ath-1-007040,.,.,Cen-6-002519,Cen-14-000100,.,.,Cla-5-00081,.,Cpl-442-001216,Crub-2-002623,Csa-9-004288,Csa-7-003645,Csa-16-003493,.,Esal-1-000080,Iind-7-000085,Mpe-13-000091,Mpyg-6-000085,Spar-5-002449,.,,,.
Aara-4-000083,.,Aha-2-002587,Alsp-2-002526,Aru-a02-000096,Aru-b02-001849,Asu-1-006678,Asu-7-002795,Ath-1-007039,.,.,Cen-6-002520,Cen-14-000099,.,.,Cla-5-00080,Cne-2-004621,.,Crub-2-002624,Csa-9-004289,Csa-7-003646,Csa-16-003494,Eche-4-002014,Esal-1-000079,Iind-7-000084,Mpe-13-000090,Mpyg-6-000084,.,Tar-5-003048,,,Ggyn-8-000851
Aara-4-000081,Aare-2-002558,Aha-2-002589,Alsp-2-002529,Aru-a02-000094,Aru-b02-001850,Asu-1-006676,Asu-7-002798,Ath-1-007036,Bdiv-2-000086,Bst-2-003531,Cen-6-002522,Cen-14-000097,Cfle-7-000070,Chivh-2-005652,Cla-5-00078,Cne-2-004624,Cpl-442-001219,Crub-2-002625,Csa-9-004291,Csa-7-003649,.,Eche-4-002016,Esal-1-000077,Iind-7-000082,Mpe-13-000088,Mpyg-6-000083,Spar-5-002452,Tar-5-003049,,,.
Aara-4-000080,Aare-2-002559,Aha-2-002590,Alsp-2-002530,Aru-a02-000093,.,Asu-1-006675,Asu-7-002799,Ath-1-007035,Bdiv-2-000085,Bst-2-003532,.,Cen-14-000096,Cfle-7-000069,Chivh-2-005653,Cla-5-00077,Cne-2-004625,Cpl-442-001220,Crub-2-002626,Csa-9-004292,Csa-7-003650,Csa-16-003497,Eche-4-002017,.,Iind-7-000081,Mpe-13-000087,Mpyg-6-000082,Spar-5-002453,.,,,Ggyn-8-000853
Aara-4-000078,Aare-2-002560,Aha-2-002591,Alsp-2-002531,Aru-a02-000092,Aru-b02-001851,Asu-1-006674,Asu-7-002800,Ath-1-007034,Bdiv-2-000084,Bst-2-003533,Cen-6-002523,Cen-14-000093,Cfle-7-000068,Chivh-2-005654,Cla-5-00076,Cne-2-004626,Cpl-442-001221,Crub-2-002627,Csa-9-004293,Csa-7-003651,Csa-16-003498,Eche-4-002018,Esal-1-000076,Iind-7-000080,Mpe-13-000086,Mpyg-6-000081,Spar-5-002454,Tar-5-003050,,,Ggyn-8-000854
Aara-4-000077,.,Aha-2-002594,.,Aru-a02-000091,Aru-b02-001852,Asu-1-006672,Asu-7-002802,Ath-1-007032,Bdiv-2-000083,.,Cen-6-002524,Cen-14-000092,Cfle-7-000067,.,Cla-5-00075,Cne-2-004627,.,Crub-2-002628,Csa-9-004294,Csa-7-003652,Csa-16-003499,.,.,Iind-7-000077,Mpe-13-000083,.,.,.,,,.
Aara-4-000076,Aare-2-002562,Aha-2-002596,Alsp-2-002532,Aru-a02-000090,.,Asu-1-006671,Asu-7-002803,Ath-1-007031,Bdiv-2-000082,Bst-2-003535,Cen-6-002525,Cen-14-000091,Cfle-7-000066,Chivh-2-005656,Cla-5-00074,Cne-2-004628,Cpl-442-001222,Crub-2-002629,Csa-9-004295,Csa-7-003653,Csa-16-003500,.,Esal-1-000075,.,Mpe-13-000082,Mpyg-6-000080,Spar-5-002455,.,,,.
.,Aare-2-002563,Aha-2-002597,Alsp-2-002534,.,Aru-b02-001853,.,Asu-7-002804,.,.,.,Cen-6-002528,.,.,Chivh-2-005657,Cla-5-00073,Cne-2-004630,.,Crub-2-002630,Csa-9-004296,.,.,Eche-4-002021,Esal-1-000074,Iind-7-000076,Mpe-13-000081,Mpyg-6-000079,.,Tar-5-003052,,,Ggyn-8-000856
Aara-4-000075,Aare-2-002564,Aha-2-002598,Alsp-2-002535,Aru-a02-000089,Aru-b02-001854,.,Asu-7-002805,Ath-1-007030,.,.,.,.,.,.,.,.,Cpl-442-001224,Crub-2-002631,.,.,.,Eche-4-002022,Esal-1-000073,Iind-7-000075,Mpe-13-000080,Mpyg-6-000078,.,.,,,Ggyn-8-000857
.,.,Aha-2-002599,Alsp-2-002536,Aru-a02-000088,Aru-b02-001855,.,.,Ath-1-007029,.,.,Cen-6-002531,.,.,.,Cla-5-00072,.,.,Crub-2-002632,.,.,.,.,.,Iind-7-000074,Mpe-13-000079,.,.,.,,,.
.,.,Aha-2-002600,Alsp-2-002537,Aru-a02-000086,.,Asu-1-006670,Asu-7-002806,Ath-1-007028,.,.,Cen-6-002532,.,.,Chivh-2-005658,Cla-5-00071,.,Cpl-442-001225,Crub-2-002633,Csa-9-004297,Csa-7-003654,Csa-16-003501,Eche-4-002023,Esal-1-000072,Iind-7-000072,Mpe-13-000077,Mpyg-6-000077,Spar-5-002458,.,,,.
Aara-4-000073,Aare-2-002569,Aha-2-002601,Alsp-2-002538,Aru-a02-000085,Aru-b02-001857,Asu-1-006669,Asu-7-002809,Ath-1-007027,Bdiv-2-000081,Bst-2-003536,Cen-6-002533,Cen-14-000088,Cfle-7-000054,Chivh-2-005659,Cla-5-00070,Cne-2-004632,Cpl-442-001226,Crub-2-002634,Csa-9-004298,.,Csa-16-003502,Eche-4-002024,Esal-1-000071,Iind-7-000071,Mpe-13-000076,Mpyg-6-000076,Spar-5-002459,Tar-5-003053,,,.
Aara-4-000071,Aare-2-002570,Aha-2-002602,Alsp-2-002539,Aru-a02-000084,.,Asu-1-006668,Asu-7-002810,Ath-1-007026,.,Bst-2-003537,Cen-6-002534,Cen-14-000087,Cfle-7-000055,Chivh-2-005660,Cla-5-00069,Cne-2-004633,Cpl-442-001227,Crub-2-002635,Csa-9-004299,Csa-7-003655,Csa-16-003503,.,Esal-1-000070,Iind-7-000070,Mpe-13-000075,.,Spar-5-002460,Tar-5-003054,,,Ggyn-8-000863
Aara-4-000070,Aare-2-002571,Aha-2-002603,Alsp-2-002540,Aru-a02-000083,.,Asu-1-006667,Asu-7-002811,Ath-1-007024,Bdiv-2-000080,Bst-2-003538,Cen-6-002535,Cen-14-000086,Cfle-7-000056,Chivh-2-005661,Cla-5-00068,Cne-2-004634,Cpl-442-001228,Crub-2-002636,Csa-9-004300,.,Csa-16-003504,Eche-4-002026,.,.,Mpe-13-000074,Mpyg-6-000075,Spar-5-002461,.,,,.
Aara-4-000069,Aare-2-002572,Aha-2-002604,Alsp-2-002541,Aru-a02-000082,Aru-b02-001858,Asu-1-006666,Asu-7-002812,Ath-1-007023,Bdiv-2-000079,Bst-2-003539,Cen-6-002536,Cen-14-000085,Cfle-7-000057,Chivh-2-005662,Cla-5-00067,Cne-2-004635,.,Crub-2-002637,Csa-9-004301,Csa-7-003656,Csa-16-003506,Eche-4-002027,Esal-1-000069,Iind-7-000069,Mpe-13-000073,Mpyg-6-000074,.,.,,,.
.,Aare-2-002573,Aha-2-002605,Alsp-2-002542,Aru-a02-000081,.,.,Asu-7-002813,Ath-1-007022,Bdiv-2-000078,Bst-2-003540,Cen-6-002537,Cen-14-000084,Cfle-7-000058,Chivh-2-005663,.,Cne-2-004636,.,Crub-2-002638,Csa-9-004302,Csa-7-003658,Csa-16-003507,.,.,.,Mpe-13-000072,.,.,.,,,.
Aara-4-000068,.,Aha-2-002606,Alsp-2-002543,Aru-a02-000080,Aru-b02-001859,Asu-1-006665,Asu-7-002814,Ath-1-007021,.,.,Cen-6-002538,Cen-14-000081,.,.,Cla-5-00066,.,Cpl-442-001230,Crub-2-002639,.,Csa-7-003659,Csa-16-003508,Eche-4-002029,.,.,Mpe-13-000071,Mpyg-6-000073,Spar-5-002463,Tar-5-003055,,,Ggyn-8-000864
Aara-4-000067,.,Aha-2-002607,Alsp-2-002544,Aru-a02-000079,.,Asu-1-006664,Asu-7-002815,Ath-1-007020,.,.,Cen-6-002539,Cen-14-000080,.,Chivh-2-005665,Cla-5-00065,Cne-2-004638,Cpl-442-001231,Crub-2-002640,Csa-9-004303,Csa-7-003660,Csa-16-003509,Eche-4-002030,Esal-1-000067,Iind-7-000068,Mpe-13-000070,Mpyg-6-000071,Spar-5-002464,Tar-5-003056,,,Ggyn-8-000865
Aara-4-000066,.,.,.,Aru-a02-000077,Aru-b02-001861,.,.,.,Bdiv-2-000075,Bst-2-003543,Cen-6-002541,Cen-14-000079,Cfle-7-000062,Chivh-2-005668,.,Cne-2-004640,Cpl-442-001232,Crub-2-002641,Csa-9-004305,Csa-7-003662,Csa-16-003510,.,Esal-1-000066,Iind-7-000067,Mpe-13-000069,Mpyg-6-000070,Spar-5-002465,Tar-5-003057,,,.
Aara-4-000065,Aare-2-002577,Aha-2-002608,Alsp-2-002547,Aru-a02-000076,Aru-b02-001862,.,Asu-7-002817,.,Bdiv-2-000073,Bst-2-003545,Cen-6-002544,Cen-14-000078,Cfle-7-000051,Chivh-2-005670,Cla-5-00064,Cne-2-004642,Cpl-442-001233,Crub-2-002642,Csa-9-004307,Csa-7-003664,Csa-16-003512,Eche-4-002032,Esal-1-000065,Iind-7-000066,Mpe-13-000067,Mpyg-6-000069,Spar-5-002466,Tar-5-003059,,,Ggyn-8-000866
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-2-002643,.,.,.,.,.,.,.,.,.,.,,,.
Aara-4-000064,Aare-2-002580,Aha-2-002609,Alsp-2-002548,Aru-a02-000075,Aru-b02-001863,Asu-1-006662,Asu-7-002818,Ath-1-007018,Bdiv-2-000071,Bst-2-003547,Cen-6-002546,Cen-14-000077,Cfle-7-000048,Chivh-2-005672,Cla-5-00063,Cne-2-004643,Cpl-442-001234,Crub-2-002644,Csa-9-004308,Csa-7-003666,Csa-16-003513,Eche-4-002033,Esal-1-000064,Iind-7-000064,Mpe-13-000065,Mpyg-6-000067,Spar-5-002467,Tar-5-003061,,,.
Aara-4-000063,Aare-2-002581,Aha-2-002610,Alsp-2-002550,Aru-a02-000074,.,Asu-1-006661,Asu-7-002820,Ath-1-007017,Bdiv-2-000070,Bst-2-003548,.,Cen-14-000076,Cfle-7-000047,Chivh-2-005673,Cla-5-00062,Cne-2-004644,Cpl-442-001235,Crub-2-002645,Csa-9-004309,Csa-7-003667,Csa-16-003514,Eche-4-002034,Esal-1-000063,Iind-7-000062,Mpe-13-000064,Mpyg-6-000066,Spar-5-002468,.,,,.
Aara-4-000062,Aare-2-002582,Aha-2-002611,Alsp-2-002551,Aru-a02-000073,.,Asu-1-006660,Asu-7-002821,Ath-1-007016,Bdiv-2-000069,Bst-2-003549,Cen-6-002547,Cen-14-000075,Cfle-7-000046,Chivh-2-005674,Cla-5-00061,Cne-2-004645,Cpl-442-001236,Crub-2-002646,Csa-9-004310,Csa-7-003668,.,Eche-4-002035,Esal-1-000062,Iind-7-000061,Mpe-13-000063,Mpyg-6-000065,.,.,,,.
Aara-4-000061,Aare-2-002583,Aha-2-002612,Alsp-2-002552,.,.,Asu-1-006659,Asu-7-002823,Ath-1-007015,Bdiv-2-000068,Bst-2-003550,Cen-6-002548,Cen-14-000074,Cfle-7-000045,Chivh-2-005677,Cla-5-00060,Cne-2-004647,Cpl-442-001237,Crub-2-002647,Csa-9-004312,Csa-7-003670,Csa-16-003518,Eche-4-002036,Esal-1-000061,Iind-7-000059,Mpe-13-000062,Mpyg-6-000064,Spar-5-002470,.,,,Ggyn-8-000868
.,Aare-2-002584,Aha-2-002613,Alsp-2-002553,Aru-a02-000072,Aru-b02-001864,Asu-1-006658,Asu-7-002824,Ath-1-007014,Bdiv-2-000067,Bst-2-003551,Cen-6-002549,Cen-14-000073,Cfle-7-000044,Chivh-2-005678,.,Cne-2-004648,Cpl-442-001238,Crub-2-002648,Csa-9-004313,Csa-7-003672,Csa-16-003519,Eche-4-002037,Esal-1-000060,Iind-7-000058,Mpe-13-000061,Mpyg-6-000063,Spar-5-002471,.,,,Ggyn-8-000869
Aara-4-000060,Aare-2-002585,.,Alsp-2-002554,Aru-a02-000071,Aru-b02-001865,Asu-1-006657,Asu-7-002825,Ath-1-007013,Bdiv-2-000066,Bst-2-003552,Cen-6-002550,.,Cfle-7-000043,Chivh-2-005679,Cla-5-00059,Cne-2-004649,.,Crub-2-002649,Csa-9-004314,Csa-7-003673,Csa-16-003521,.,Esal-1-000059,Iind-7-000057,Mpe-13-000060,Mpyg-6-000062,.,Tar-5-003062,,,Ggyn-8-000870
Aara-4-000059,.,.,Alsp-2-002555,Aru-a02-000070,Aru-b02-001866,Asu-1-006656,Asu-7-002826,Ath-1-007012,Bdiv-2-000065,Bst-2-003553,Cen-6-002551,.,Cfle-7-000042,Chivh-2-005680,Cla-5-00058,Cne-2-004652,Cpl-442-001240,Crub-2-002650,Csa-9-004315,Csa-7-003674,Csa-16-003522,.,.,Iind-7-000056,Mpe-13-000059,Mpyg-6-000061,.,Tar-5-003063,,,.
Aara-4-000058,Aare-2-002587,Aha-2-002614,Alsp-2-002556,Aru-a02-000069,Aru-b02-001867,Asu-1-006655,Asu-7-002827,Ath-1-007011,.,Bst-2-003554,Cen-6-002552,Cen-14-000072,.,.,Cla-5-00057,.,Cpl-442-001241,Crub-2-002651,Csa-9-004316,Csa-7-003675,Csa-16-003523,Eche-4-002038,Esal-1-000058,Iind-7-000055,Mpe-13-000058,Mpyg-6-000060,Spar-5-002474,Tar-5-003064,,,.
Aara-4-000057,.,Aha-2-002615,Alsp-2-002557,Aru-a02-000068,Aru-b02-001868,Asu-1-006654,Asu-7-002828,Ath-1-007010,.,.,Cen-6-002553,Cen-14-000070,.,Chivh-2-005682,Cla-5-00056,.,Cpl-442-001242,Crub-2-002652,Csa-9-004317,Csa-7-003676,Csa-16-003524,Eche-4-002039,Esal-1-000057,Iind-7-000054,Mpe-13-000057,Mpyg-6-000059,Spar-5-002475,Tar-5-003065,,,Ggyn-8-000871
Aara-4-000056,.,Aha-2-002616,Alsp-2-002558,Aru-a02-000067,Aru-b02-001869,Asu-1-006653,Asu-7-002829,Ath-1-007009,Bdiv-2-000063,.,Cen-6-002554,Cen-14-000069,Cfle-7-000040,Chivh-2-005683,Cla-5-00055,Cne-2-004654,.,Crub-2-002653,Csa-9-004318,Csa-7-003677,Csa-16-003525,.,Esal-1-000056,Iind-7-000053,Mpe-13-000056,Mpyg-6-000058,.,Tar-5-003066,,,Ggyn-8-000872
Aara-4-000055,Aare-2-002589,Aha-2-002617,Alsp-2-002559,Aru-a02-000066,Aru-b02-001870,Asu-1-006652,Asu-7-002830,Ath-1-007008,.,Bst-2-003556,Cen-6-002555,Cen-14-000068,Cfle-7-000039,Chivh-2-005684,Cla-5-00054,Cne-2-004655,Cpl-442-001244,Crub-2-002654,Csa-9-004319,Csa-7-003678,Csa-16-003527,Eche-4-002041,Esal-1-000055,Iind-7-000052,Mpe-13-000055,Mpyg-6-000057,Spar-5-002477,Tar-5-003067,,,.
Aara-4-000054,Aare-2-002590,.,Alsp-2-002560,Aru-a02-000065,Aru-b02-001871,Asu-1-006651,Asu-7-002831,Ath-1-007007,.,Bst-2-003557,Cen-6-002556,Cen-14-000067,Cfle-7-000038,Chivh-2-005685,.,Cne-2-004656,.,Crub-2-002655,Csa-9-004320,.,Csa-16-003528,.,Esal-1-000054,Iind-7-000051,Mpe-13-000054,Mpyg-6-000056,.,Tar-5-003068,,,.
Aara-4-000053,Aare-2-002591,Aha-2-002618,Alsp-2-002561,Aru-a02-000064,Aru-b02-001872,Asu-1-006650,Asu-7-002832,Ath-1-007006,Bdiv-2-000061,Bst-2-003558,Cen-6-002557,Cen-14-000066,Cfle-7-000037,Chivh-2-005686,Cla-5-00053,.,.,Crub-2-002656,Csa-9-004321,.,Csa-16-003529,Eche-4-002042,.,.,Mpe-13-000053,.,.,Tar-5-003070,,,.
.,Aare-2-002592,Aha-2-002619,Alsp-2-002562,Aru-a02-000063,Aru-b02-001874,Asu-1-006649,Asu-7-002833,Ath-1-007005,Bdiv-2-000060,Bst-2-003559,Cen-6-002558,Cen-14-000064,Cfle-7-000036,Chivh-2-005687,.,Cne-2-004658,Cpl-442-001247,Crub-2-002657,Csa-9-004322,Csa-7-003679,Csa-16-003530,.,Esal-1-000053,Iind-7-000050,Mpe-13-000052,Mpyg-6-000055,.,Tar-5-003071,,,.
Aara-4-000051,Aare-2-002594,Aha-2-002621,Alsp-2-002564,Aru-a02-000062,.,Asu-1-006647,Asu-7-002835,Ath-1-007003,Bdiv-2-000058,Bst-2-003561,.,.,.,Chivh-2-005689,.,Cne-2-004660,Cpl-442-001249,Crub-2-002658,Csa-9-004324,Csa-7-003681,Csa-16-003532,Eche-4-002044,Esal-1-000051,Iind-7-000048,Mpe-13-000050,Mpyg-6-000053,Spar-5-002481,Tar-5-003072,,,Ggyn-8-000875
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-2-002659,.,.,.,.,.,.,.,.,.,.,,,.
.,.,Aha-2-002623,Alsp-2-002566,Aru-a02-000060,Aru-b02-001877,Asu-1-006645,Asu-7-002837,Ath-1-007001,.,.,Cen-6-002560,Cen-14-000063,.,Chivh-2-005691,Cla-5-00051,Cne-2-004662,.,Crub-2-002660,Csa-9-004326,Csa-7-003684,Csa-16-003534,Eche-4-002046,Esal-1-000049,Iind-7-000046,Mpe-13-000048,Mpyg-6-000049,Spar-5-002483,Tar-5-003073,,,Ggyn-8-000876
