ACBK1g00001,Tar-1-004059
ACBK7g03135,
ACBK7g03136,
ACBK7g03137,
ACBK7g03138,
ACBK7g03139,
ACBK7g03140,
ACBK7g03141,
ACBK7g03142,
ACBK7g03143,
ACBK7g03144,
ACBK7g03145,
ACBK7g03146,
ACBK7g03147,
ACBK7g03148,
ACBK7g03149,
ACBK7g03150,
ACBK7g03151,
ACBK7g03152,
ACBK7g03153,
ACBK7g03154,
ACBK7g03155,
ACBK7g03156,
ACBK7g03157,
ACBK7g03158,
ACBK7g03159,
ACBK7g03160,Tar-6-001454
ACBK7g03161,Tar-6-001451
ACBK7g03162,.
ACBK7g03163,Tar-6-001449
ACBK7g03164,Tar-6-001448
ACBK7g03165,Tar-6-001447
ACBK7g03166,Tar-6-001446
ACBK7g03167,.
ACBK7g03168,.
ACBK7g03169,.
ACBK7g03170,.
ACBK7g03171,.
ACBK7g03172,.
ACBK7g03173,.
ACBK7g03174,Tar-6-001445
ACBK7g03175,Tar-6-001444
ACBK7g03176,Tar-6-001443
ACBK7g03177,Tar-6-001577
ACBK7g03178,Tar-6-001579
ACBK7g03179,.
ACBK7g03180,.
ACBK7g03181,.
ACBK7g03182,Tar-6-001580
ACBK7g03183,Tar-6-001581
ACBK7g03184,.
ACBK7g03185,.
ACBK7g03186,Tar-6-001584
ACBK7g03187,.
ACBK7g03188,Tar-6-001587
ACBK7g03189,Tar-6-001588
ACBK7g03190,.
ACBK7g03191,Tar-6-001591
ACBK7g03192,Tar-6-001592
ACBK7g03193,.
ACBK7g03194,.
ACBK7g03195,Tar-6-001596
ACBK7g03196,.
ACBK7g03197,.
ACBK7g03198,.
ACBK7g03199,.
ACBK7g03200,Tar-6-001598
ACBK7g03201,.
ACBK7g03202,.
ACBK7g03203,.
ACBK7g03204,.
ACBK7g03205,Tar-6-001600
ACBK7g03206,.
ACBK7g03207,Tar-6-001603
ACBK7g03208,.
ACBK7g03209,Tar-6-001607
ACBK7g03210,.
ACBK7g03211,Tar-6-001609
ACBK7g03212,Tar-6-001610
ACBK7g03213,Tar-6-001611
ACBK7g03214,.
ACBK7g03215,Tar-6-001612
ACBK7g03216,Tar-6-001613
ACBK7g03217,Tar-6-001614
ACBK7g03218,.
ACBK7g03219,.
ACBK7g03220,Tar-6-001615
ACBK7g03221,Tar-6-001616
ACBK7g03222,Tar-6-001617
ACBK7g03223,.
ACBK7g03224,.
ACBK7g03225,.
ACBK7g03226,.
ACBK7g03227,Tar-6-001620
ACBK7g03228,Tar-6-001621
ACBK7g03229,Tar-6-001627
ACBK7g03230,.
ACBK7g03231,.
ACBK7g03232,.
ACBK7g03233,.
ACBK7g03234,.
ACBK7g03235,.
ACBK7g03236,.
ACBK7g03237,Tar-6-001629
ACBK7g03238,Tar-6-001632
ACBK7g03239,.
ACBK7g03240,Tar-6-001633
ACBK7g03241,Tar-6-001634
ACBK7g03242,Tar-6-001635
ACBK7g03243,.
ACBK7g03244,Tar-6-001636
ACBK7g03245,Tar-6-001638
ACBK7g03246,.
ACBK7g03247,.
ACBK7g03248,Tar-6-001646
ACBK7g03249,.
ACBK7g03250,.
ACBK7g03251,.
ACBK7g03252,.
ACBK7g03253,.
ACBK7g03254,Tar-6-001647
ACBK7g03255,Tar-6-001650
ACBK7g03256,.
ACBK7g03257,.
ACBK7g03258,.
ACBK7g03259,Tar-6-001658
ACBK7g03260,Tar-6-001659
ACBK7g03261,.
ACBK7g03262,.
ACBK7g03263,.
ACBK7g03264,.
ACBK7g03265,Tar-6-001671
ACBK7g03266,.
ACBK7g03267,.
ACBK7g03268,Tar-6-001672
ACBK7g03269,Tar-6-001673
ACBK7g03270,Tar-6-001674
ACBK7g03271,Tar-6-001678
ACBK7g03272,.
ACBK7g03273,Tar-6-001689
ACBK7g03274,.
ACBK7g03275,.
ACBK7g03276,Tar-6-001690
ACBK7g03277,.
ACBK7g03278,Tar-6-001693
ACBK7g03279,Tar-6-001694
ACBK7g03280,.
ACBK7g03281,Tar-6-001695
ACBK7g03282,Tar-6-001696
ACBK7g03283,.
ACBK7g03284,Tar-6-001699
ACBK7g03285,Tar-6-001700
ACBK7g03286,Tar-6-001701
ACBK7g03287,.
ACBK7g03288,Tar-6-001706
ACBK7g03289,Tar-6-001714
ACBK7g03290,.
ACBK7g03291,.
ACBK7g03292,.
ACBK7g03293,.
ACBK7g03294,Tar-6-001721
ACBK7g03295,Tar-6-001722
ACBK7g03296,Tar-6-001723
ACBK7g03297,Tar-6-001724
ACBK7g03298,.
ACBK7g03299,.
ACBK7g03300,Tar-6-001729
ACBK7g03301,Tar-6-001730
ACBK7g03302,Tar-6-001732
ACBK7g03303,.
ACBK7g03304,Tar-6-001738
ACBK7g03305,Tar-6-001743
ACBK7g03306,.
ACBK7g03307,Tar-6-001751
ACBK7g03308,.
ACBK7g03309,Tar-6-001752
ACBK7g03310,.
ACBK7g03311,Tar-6-001753
ACBK7g03312,.
ACBK7g03313,.
ACBK7g03314,.
ACBK7g03315,.
ACBK7g03316,.
ACBK7g03317,.
ACBK7g03318,Tar-6-001758
ACBK7g03319,Tar-6-001759
ACBK7g03320,.
ACBK7g03321,Tar-6-001764
ACBK7g03322,Tar-6-001765
ACBK7g03323,.
ACBK7g03324,.
ACBK7g03325,Tar-6-001766
ACBK7g03326,.
ACBK7g03327,.
ACBK7g03328,.
ACBK7g03329,.
ACBK7g03330,.
ACBK7g03331,.
ACBK7g03332,Tar-6-001773
ACBK7g03333,.
ACBK7g03334,.
ACBK7g03335,.
ACBK7g03336,.
ACBK7g03337,.
ACBK7g03338,.
ACBK7g03339,Tar-6-001774
ACBK7g03340,Tar-6-001779
ACBK7g03341,Tar-6-001781
ACBK7g03342,Tar-6-001782
ACBK7g03343,Tar-6-001784
ACBK7g03344,.
ACBK7g03345,Tar-6-001786
ACBK7g03346,Tar-6-001796
ACBK7g03347,Tar-6-001803
ACBK7g03348,.
ACBK7g03349,.
ACBK7g03350,.
ACBK7g03351,Tar-6-001805
ACBK7g03352,Tar-6-001807
ACBK7g03353,.
ACBK7g03354,Tar-6-001813
ACBK7g03355,Tar-6-001814
ACBK7g03356,Tar-6-001816
ACBK7g03357,Tar-6-001817
ACBK7g03358,Tar-6-001818
ACBK7g03359,Tar-6-001819
ACBK7g03360,Tar-6-001820
ACBK7g03361,Tar-6-001825
ACBK7g03362,Tar-6-001827
ACBK7g03363,Tar-6-001828
ACBK7g03364,.
ACBK7g03365,.
ACBK7g03366,Tar-6-001829
ACBK7g03367,Tar-6-001830
ACBK7g03368,Tar-6-001831
ACBK7g03369,.
ACBK7g03370,Tar-6-001833
ACBK7g03371,.
ACBK7g03372,.
ACBK7g03373,.
ACBK7g03374,.
ACBK7g03375,.
ACBK7g03376,.
ACBK7g03377,.
ACBK7g03378,Tar-6-001844
ACBK7g03379,Tar-6-001845
ACBK7g03380,Tar-6-001846
ACBK7g03381,Tar-6-001848
ACBK7g03382,Tar-6-001850
ACBK7g03383,Tar-6-001851
ACBK7g03384,Tar-6-001852
ACBK7g03385,.
ACBK7g03386,.
ACBK7g03387,.
ACBK7g03388,Tar-6-001853
ACBK7g03389,.
ACBK7g03390,.
ACBK7g03391,.
ACBK7g03392,Tar-6-001855
ACBK7g03393,Tar-6-001856
ACBK7g03394,Tar-6-001872
ACBK7g03395,.
ACBK7g03396,.
ACBK7g03397,.
ACBK7g03398,Tar-6-001874
ACBK7g03399,.
ACBK7g03400,Tar-6-001875
ACBK7g03401,Tar-6-001879
ACBK7g03402,.
ACBK7g03403,Tar-6-001880
ACBK7g03404,.
ACBK7g03405,Tar-6-001881
ACBK7g03406,Tar-6-001884
ACBK7g03407,Tar-6-001885
ACBK7g03408,Tar-6-001889
ACBK7g03409,.
ACBK7g03410,Tar-6-001890
ACBK7g03411,Tar-6-001891
ACBK7g03412,Tar-6-001892
ACBK7g03413,Tar-6-001893
ACBK7g03414,.
ACBK7g03415,.
ACBK7g03416,.
ACBK7g03417,Tar-6-001894
ACBK7g03418,Tar-6-001896
ACBK7g03419,.
ACBK7g03420,Tar-6-001899
ACBK7g03421,Tar-6-001900
ACBK7g03422,Tar-6-001901
ACBK7g03423,.
ACBK7g03424,.
ACBK7g03425,.
ACBK7g03426,.
ACBK7g03427,.
ACBK7g03428,Tar-6-001903
ACBK7g03429,Tar-6-001905
ACBK7g03430,Tar-6-001907
ACBK7g03431,Tar-6-001909
ACBK7g03432,Tar-6-001910
ACBK7g03433,.
ACBK7g03434,.
ACBK7g03435,.
ACBK7g03436,Tar-6-001912
ACBK7g03437,Tar-6-001913
ACBK7g03438,.
ACBK7g03439,Tar-6-001914
ACBK7g03440,.
ACBK7g03441,.
ACBK7g03442,Tar-6-001915
ACBK7g03443,.
ACBK7g03444,.
ACBK7g03445,.
ACBK7g03446,.
ACBK7g03447,Tar-6-001921
ACBK7g03448,Tar-6-001922
ACBK7g03449,Tar-6-001926
ACBK7g03450,Tar-6-001927
ACBK7g03451,Tar-6-001928
ACBK7g03452,Tar-6-001929
ACBK7g03453,Tar-6-001931
ACBK7g03454,Tar-6-001933
ACBK7g03455,Tar-6-001934
ACBK7g03456,Tar-6-001935
ACBK7g03457,.
ACBK7g03458,Tar-6-001936
ACBK7g03459,Tar-6-001937
ACBK7g03460,Tar-6-001938
ACBK7g03461,.
ACBK7g03462,.
ACBK7g03463,Tar-6-001939
ACBK7g03464,.
ACBK7g03465,Tar-6-001940
ACBK7g03466,Tar-6-001949
ACBK7g03467,Tar-6-001957
ACBK7g03468,Tar-6-001958
ACBK7g03469,.
ACBK7g03470,.
ACBK7g03471,.
ACBK7g03472,Tar-6-001960
ACBK7g03473,.
ACBK7g03474,.
ACBK7g03475,Tar-6-001961
ACBK7g03476,.
ACBK7g03477,Tar-6-001964
ACBK7g03478,Tar-6-001965
ACBK7g03479,.
ACBK7g03480,.
ACBK7g03481,Tar-6-001967
ACBK7g03482,Tar-6-001968
ACBK7g03483,Tar-6-001970
ACBK7g03484,Tar-6-001971
ACBK7g03485,Tar-6-001973
ACBK7g03486,Tar-6-001974
ACBK7g03487,.
ACBK7g03488,Tar-6-001975
ACBK7g03489,Tar-6-001976
ACBK7g03490,Tar-6-001977
ACBK7g03491,Tar-6-001979
ACBK7g03492,Tar-6-001981
ACBK7g03493,.
ACBK7g03494,Tar-6-001982
ACBK7g03495,Tar-6-001983
ACBK7g03496,Tar-6-001984
ACBK7g03497,Tar-6-001985
ACBK7g03498,.
ACBK7g03499,.
ACBK7g03500,Tar-6-001988
ACBK7g03501,Tar-6-001989
ACBK7g03502,Tar-6-001990
ACBK7g03503,.
ACBK7g03504,Tar-6-001991
ACBK7g03505,Tar-6-001993
ACBK7g03506,Tar-6-001994
ACBK7g03507,Tar-6-001995
ACBK7g03508,Tar-6-001996
ACBK7g03509,Tar-6-001997
ACBK7g03510,Tar-6-001998
ACBK7g03511,Tar-6-002000
ACBK7g03512,Tar-6-002001
ACBK7g03513,Tar-6-002003
ACBK7g03514,Tar-6-002004
ACBK7g03515,Tar-6-002007
ACBK7g03516,Tar-6-002008
ACBK7g03517,Tar-6-002009
ACBK7g03518,.
ACBK7g03519,.
ACBK7g03520,.
ACBK7g03521,.
ACBK7g03522,.
ACBK7g03523,.
ACBK7g03524,.
ACBK7g03525,.
ACBK7g03526,Tar-6-002010
ACBK7g03527,.
ACBK7g03528,.
ACBK7g03529,.
ACBK7g03530,Tar-6-002012
ACBK7g03531,.
ACBK7g03532,.
ACBK7g03533,Tar-6-002015
ACBK7g03534,Tar-6-002016
ACBK7g03535,Tar-6-002018
ACBK7g03536,Tar-6-002019
ACBK7g03537,Tar-6-002022
ACBK7g03538,.
ACBK7g03539,Tar-6-002023
ACBK7g03540,.
ACBK7g03541,.
ACBK7g03542,.
ACBK7g03543,.
ACBK7g03544,.
ACBK7g03545,.
ACBK7g03546,.
ACBK7g03547,.
ACBK7g03548,.
ACBK7g03549,Tar-6-002024
ACBK7g03550,Tar-6-002031
ACBK7g03551,Tar-6-002032
ACBK7g03552,Tar-6-002033
ACBK7g03553,Tar-6-002034
ACBK7g03554,.
ACBK7g03555,Tar-6-002035
ACBK7g03556,.
ACBK7g03557,Tar-6-002038
ACBK7g03558,.
ACBK7g03559,.
ACBK7g03560,Tar-6-002039
ACBK7g03561,Tar-6-002040
ACBK7g03562,Tar-6-002041
ACBK7g03563,Tar-6-002042
ACBK7g03564,Tar-6-002043
ACBK7g03565,Tar-6-002044
ACBK7g03566,.
ACBK7g03567,.
ACBK7g03568,.
ACBK7g03569,.
ACBK7g03570,.
ACBK7g03571,.
ACBK7g03572,.
ACBK7g03573,.
ACBK7g03574,.
ACBK7g03575,.
ACBK7g03576,.
ACBK7g03577,.
ACBK7g03578,Tar-6-002048
ACBK7g03579,Tar-6-002050
ACBK7g03580,.
ACBK7g03581,Tar-6-002051
ACBK7g03582,Tar-6-002052
ACBK7g03583,Tar-6-002053
ACBK7g03584,Tar-6-002054
ACBK7g03585,Tar-6-002055
ACBK7g03586,Tar-6-002056
ACBK7g03587,.
ACBK7g03588,.
ACBK7g03589,.
ACBK7g03590,Tar-6-002058
ACBK7g03591,Tar-6-002059
ACBK7g03592,Tar-6-002060
ACBK7g03593,Tar-6-002064
ACBK7g03594,Tar-6-002066
ACBK7g03595,Tar-6-002068
ACBK7g03596,.
ACBK7g03597,Tar-6-002069
ACBK7g03598,Tar-6-002070
ACBK7g03599,Tar-6-002071
ACBK7g03600,Tar-6-002072
ACBK7g03601,Tar-6-002073
ACBK7g03602,.
ACBK7g03603,Tar-6-002075
ACBK7g03604,.
ACBK7g03605,.
ACBK7g03606,Tar-6-002076
ACBK7g03607,.
ACBK7g03608,Tar-6-002077
ACBK7g03609,Tar-6-002080
ACBK7g03610,.
ACBK7g03611,Tar-6-002083
ACBK7g03612,Tar-6-002084
ACBK7g03613,Tar-6-002086
ACBK7g03614,.
ACBK7g03615,.
ACBK7g03616,Tar-6-002087
ACBK7g03617,.
ACBK7g03618,Tar-6-002088
ACBK7g03619,Tar-6-002089
ACBK7g03620,Tar-6-002091
ACBK7g03621,.
ACBK7g03622,Tar-6-002092
ACBK7g03623,Tar-6-002093
ACBK7g03624,Tar-6-002097
ACBK7g03625,Tar-6-002099
ACBK7g03626,.
ACBK7g03627,Tar-6-002100
ACBK7g03628,.
ACBK7g03629,Tar-6-002102
ACBK7g03630,Tar-6-002104
ACBK7g03631,.
ACBK7g03632,.
ACBK7g03633,Tar-6-002105
ACBK7g03634,Tar-6-002106
ACBK7g03635,Tar-6-002108
ACBK7g03636,Tar-6-002109
ACBK7g03637,.
ACBK7g03638,Tar-6-002110
ACBK7g03639,.
ACBK7g03640,.
ACBK7g03641,.
ACBK7g03642,.
ACBK7g03643,.
ACBK7g03644,.
ACBK7g03645,.
ACBK7g03646,.
ACBK7g03647,.
ACBK7g03648,.
ACBK7g03649,Tar-6-002111
ACBK7g03650,.
ACBK7g03651,.
ACBK7g03652,Tar-6-002112
ACBK7g03653,Tar-6-002113
ACBK7g03654,Tar-6-002114
ACBK7g03655,Tar-6-002115
ACBK7g03656,.
ACBK7g03657,Tar-6-002116
ACBK7g03658,Tar-6-002117
ACBK7g03659,Tar-6-002118
ACBK7g03660,.
ACBK7g03661,Tar-6-002120
ACBK7g03662,Tar-6-002121
ACBK7g03663,Tar-6-002122
ACBK7g03664,Tar-6-002123
ACBK7g03665,.
ACBK7g03666,.
ACBK7g03667,.
ACBK7g03668,.
ACBK7g03669,.
ACBK7g03670,.
ACBK7g03671,Tar-6-002125
ACBK7g03672,Tar-6-002126
ACBK7g03673,Tar-6-002127
ACBK7g03674,Tar-6-002128
ACBK7g03675,Tar-6-002131
ACBK7g03676,Tar-6-002133
ACBK7g03677,Tar-6-002137
ACBK7g03678,Tar-6-002138
ACBK7g03679,Tar-6-002139
ACBK7g03680,Tar-6-002140
ACBK7g03681,Tar-6-002141
ACBK7g03682,.
ACBK7g03683,Tar-6-002142
ACBK7g03684,Tar-6-002143
ACBK7g03685,.
ACBK7g03686,Tar-6-002144
ACBK7g03687,.
ACBK7g03688,Tar-6-002145
ACBK7g03689,Tar-6-002148
ACBK7g03690,Tar-6-002149
ACBK7g03691,Tar-6-002150
ACBK7g03692,Tar-6-002151
ACBK7g03693,Tar-6-002152
ACBK7g03694,.
ACBK7g03695,Tar-6-002153
ACBK7g03696,Tar-6-002154
ACBK7g03697,Tar-6-002155
ACBK7g03698,Tar-6-002156
ACBK7g03699,Tar-6-002157
ACBK7g03700,.
ACBK7g03701,.
ACBK7g03702,.
ACBK7g03703,.
ACBK7g03704,Tar-6-002160
ACBK7g03705,.
ACBK7g03706,.
ACBK7g03707,Tar-6-002175
ACBK7g03708,.
ACBK7g03709,.
ACBK7g03710,Tar-6-002171
ACBK7g03711,Tar-6-002169
ACBK7g03712,Tar-6-002167
ACBK7g03713,.
ACBK7g03714,Tar-6-002166
ACBK7g03715,Tar-6-002165
ACBK7g03716,.
ACBK7g03717,.
ACBK7g03718,.
ACBK7g03719,Tar-6-002180
ACBK7g03720,.
ACBK7g03721,Tar-6-002181
ACBK7g03722,Tar-6-002182
ACBK7g03723,.
ACBK7g03724,Tar-6-002193
ACBK7g03725,Tar-6-002192
ACBK7g03726,Tar-6-002191
ACBK7g03727,Tar-6-002190
ACBK7g03728,Tar-6-002189
ACBK7g03729,Tar-6-002188
ACBK7g03730,Tar-6-002187
ACBK7g03731,Tar-6-002186
ACBK7g03732,Tar-6-002185
ACBK7g03733,.
ACBK7g03734,Tar-6-002184
ACBK7g03735,.
ACBK7g03736,.
ACBK7g03737,Tar-6-002197
ACBK7g03738,Tar-6-002198
ACBK7g03739,Tar-6-002199
ACBK7g03740,.
ACBK7g03741,Tar-6-002200
ACBK7g03742,Tar-6-002201
ACBK7g03743,Tar-6-002202
ACBK7g03744,Tar-6-002203
ACBK7g03745,Tar-6-002204
ACBK7g03746,Tar-6-002205
ACBK7g03747,Tar-6-002206
ACBK7g03748,.
ACBK7g03749,Tar-6-002207
ACBK7g03750,.
ACBK7g03751,.
ACBK7g03752,Tar-6-002208
ACBK7g03753,Tar-6-002209
ACBK7g03754,.
ACBK7g03755,Tar-6-002210
ACBK7g03756,Tar-6-002211
ACBK7g03757,.
ACBK7g03758,Tar-6-002212
ACBK7g03759,.
ACBK7g03760,Tar-6-002213
ACBK7g03761,Tar-6-000149
ACBK7g03762,Tar-6-000148
ACBK7g03763,Tar-6-000146
ACBK7g03764,.
ACBK7g03765,Tar-6-000145
ACBK7g03766,Tar-6-000144
ACBK7g03767,Tar-6-000143
ACBK7g03768,.
ACBK7g03769,Tar-6-000140
ACBK7g03770,Tar-6-000139
ACBK7g03771,Tar-6-000088
ACBK7g03772,.
ACBK7g03773,Tar-6-000089
ACBK7g03774,Tar-6-000090
ACBK7g03775,Tar-6-000091
ACBK7g03776,Tar-6-000092
ACBK7g03777,.
ACBK7g03778,.
ACBK7g03779,Tar-6-000093
ACBK7g03780,Tar-6-000094
ACBK7g03781,Tar-6-000095
ACBK7g03782,Tar-6-000096
ACBK7g03783,Tar-6-000098
ACBK7g03784,Tar-6-000101
ACBK7g03785,Tar-6-000102
ACBK7g03786,Tar-6-000103
ACBK7g03787,Tar-6-000104
ACBK7g03788,Tar-6-000105
ACBK7g03789,Tar-6-000106
ACBK7g03790,Tar-6-000107
ACBK7g03791,Tar-6-000108
ACBK7g03792,.
ACBK7g03793,Tar-6-000109
ACBK7g03794,Tar-6-000110
ACBK7g03795,Tar-6-000111
ACBK7g03796,Tar-6-000112
ACBK7g03797,Tar-6-000113
ACBK7g03798,Tar-6-000114
ACBK7g03799,Tar-6-000115
ACBK7g03800,.
ACBK7g03801,Tar-6-000117
ACBK7g03802,Tar-6-000119
ACBK7g03803,Tar-6-000121
ACBK7g03804,.
ACBK7g03805,.
ACBK7g03806,Tar-6-000122
ACBK7g03807,.
ACBK7g03808,Tar-6-000124
ACBK7g03809,Tar-6-000125
ACBK7g03810,.
ACBK7g03811,Tar-6-000127
ACBK7g03812,Tar-6-000128
ACBK7g03813,.
ACBK7g03814,Tar-6-000131
ACBK7g03815,Tar-6-000133
ACBK7g03816,Tar-6-000134
ACBK7g03817,Tar-6-000135
ACBK7g03818,Tar-6-000136
ACBK7g03819,Tar-6-000137
ACBK7g03820,Tar-6-000138
ACBK7g03821,.
ACBK7g03822,Tar-6-000139
ACBK7g03823,Tar-6-000085
ACBK7g03824,Tar-6-000084
ACBK7g03825,Tar-6-000083
ACBK7g03826,Tar-6-000082
ACBK7g03827,Tar-6-000081
ACBK7g03828,Tar-6-000080
ACBK7g03829,Tar-6-000079
ACBK7g03830,Tar-6-000078
ACBK7g03831,Tar-6-000077
ACBK7g03832,Tar-6-000076
ACBK7g03833,.
ACBK7g03834,.
ACBK7g03835,.
ACBK7g03836,.
ACBK7g03837,.
ACBK7g03838,Tar-6-000074
ACBK7g03839,.
ACBK7g03840,Tar-6-000073
ACBK7g03841,Tar-6-000072
ACBK7g03842,Tar-6-000067
ACBK7g03843,.
ACBK7g03844,Tar-6-000066
ACBK7g03845,Tar-6-000057
ACBK7g03846,.
ACBK7g03847,.
ACBK7g03848,.
ACBK7g03849,Tar-6-000053
ACBK7g03850,Tar-6-000052
ACBK7g03851,Tar-6-000051
ACBK7g03852,Tar-6-000050
ACBK7g03853,Tar-6-000049
ACBK7g03854,Tar-6-000048
ACBK7g03855,Tar-6-000047
ACBK7g03856,Tar-6-000045
ACBK7g03857,.
ACBK7g03858,Tar-6-000044
ACBK7g03859,Tar-6-000043
ACBK7g03860,Tar-6-000042
ACBK7g03861,Tar-6-000041
ACBK7g03862,Tar-6-000039
ACBK7g03863,Tar-6-000038
ACBK7g03864,Tar-6-000037
ACBK7g03865,Tar-6-000036
ACBK7g03866,Tar-6-000035
ACBK7g03867,Tar-6-000034
ACBK7g03868,.
ACBK7g03869,Tar-6-000033
ACBK7g03870,Tar-6-000032
ACBK7g03871,Tar-6-000031
ACBK7g03872,Tar-6-000030
ACBK7g03873,.
ACBK7g03874,.
ACBK7g03875,Tar-6-000029
ACBK7g03876,Tar-6-000028
ACBK7g03877,Tar-6-000027
ACBK7g03878,Tar-6-000025
ACBK7g03879,Tar-6-000024
ACBK7g03880,Tar-6-000023
ACBK7g03881,Tar-6-000022
ACBK7g03882,Tar-6-000021
ACBK7g03883,Tar-6-000018
ACBK7g03884,Tar-6-000017
ACBK7g03885,Tar-6-000016
ACBK7g03886,Tar-6-000015
ACBK7g03887,Tar-6-000014
ACBK7g03888,Tar-6-000013
ACBK7g03889,Tar-6-000012
ACBK7g03890,Tar-6-000010
ACBK7g03891,Tar-6-000009
ACBK7g03892,Tar-6-000008
ACBK7g03893,.
ACBK7g03894,Tar-6-000006
ACBK7g03895,Tar-6-000005
ACBK7g03896,.
ACBK7g03897,Tar-6-000004
ACBK7g03898,.
ACBK7g03899,.
ACBK7g03900,Tar-6-000001
ACBK7g03901,
ACBK7g03902,
ACBK7g03903,
ACBK7g03904,
ACBK7g03905,
ACBK7g03906,
ACBK7g03907,
ACBK7g03908,
ACBK7g03909,
ACBK7g03910,
ACBK7g03911,
ACBK7g03912,
ACBK7g03913,
ACBK8g00001,Tar-2-001056
ACBK8g00002,Tar-2-001054
ACBK8g00003,.
ACBK8g00004,Tar-2-001052
ACBK8g00005,Tar-2-001051
ACBK8g00006,.
ACBK8g00007,.
ACBK8g00008,Tar-2-001050
ACBK8g00009,Tar-2-001049
ACBK8g00010,Tar-2-001048
ACBK8g00011,.
ACBK8g00012,Tar-2-001046
ACBK8g00013,.
ACBK8g00014,.
ACBK8g00015,Tar-2-001045
ACBK8g00016,Tar-2-001043
ACBK8g00017,.
ACBK8g00018,Tar-2-001042
ACBK8g00019,.
ACBK8g00020,Tar-2-001041
ACBK8g00021,Tar-2-001040
ACBK8g00022,.
ACBK8g00023,Tar-2-001038
ACBK8g00024,.
ACBK8g00025,.
ACBK8g00026,Tar-2-001036
ACBK8g00027,Tar-2-001035
ACBK8g00028,.
ACBK8g00029,.
ACBK8g00030,Tar-2-001033
ACBK8g00031,Tar-2-001032
ACBK8g00032,Tar-2-001031
ACBK8g00033,.
ACBK8g00034,Tar-2-001029
ACBK8g00035,Tar-2-001027
ACBK8g00036,.
ACBK8g00037,.
ACBK8g00038,Tar-2-001026
ACBK8g00039,.
ACBK8g00040,Tar-2-001025
ACBK8g00041,Tar-2-001024
ACBK8g00042,Tar-2-001023
ACBK8g00043,Tar-2-001022
ACBK8g00044,Tar-2-001021
ACBK8g00045,Tar-2-001020
ACBK8g00046,Tar-2-001019
ACBK8g00047,.
ACBK8g00048,Tar-2-001018
ACBK8g00049,Tar-2-001017
ACBK8g00050,.
ACBK8g00051,.
ACBK8g00052,.
ACBK8g00053,.
ACBK8g00054,Tar-2-001016
ACBK8g00055,Tar-2-001015
ACBK8g00056,Tar-2-001014
ACBK8g00057,Tar-2-001013
ACBK8g00058,.
ACBK8g00059,Tar-2-001010
ACBK8g00060,.
ACBK8g00061,Tar-2-001009
ACBK8g00062,Tar-2-001008
ACBK8g00063,Tar-2-001006
ACBK8g00064,Tar-2-001004
ACBK8g00065,Tar-2-001003
ACBK8g00066,Tar-2-001002
ACBK8g00067,Tar-2-001001
ACBK8g00068,Tar-2-001000
ACBK8g00069,Tar-2-000999
ACBK8g00070,.
ACBK8g00071,.
ACBK8g00072,Tar-2-000998
ACBK8g00073,Tar-2-000997
ACBK8g00074,Tar-2-000995
ACBK8g00075,Tar-2-000994
ACBK8g00076,.
ACBK8g00077,.
ACBK8g00078,.
ACBK8g00079,.
ACBK8g00080,Tar-2-000993
ACBK8g00081,Tar-2-000992
ACBK8g00082,Tar-2-000991
ACBK8g00083,Tar-2-000990
ACBK8g00084,.
ACBK8g00085,Tar-2-000989
ACBK8g00086,Tar-2-000988
ACBK8g00087,Tar-2-000987
ACBK8g00088,.
ACBK8g00089,Tar-2-000985
ACBK8g00090,Tar-2-000984
ACBK8g00091,Tar-2-000983
ACBK8g00092,Tar-2-000982
ACBK8g00093,Tar-2-000979
ACBK8g00094,Tar-2-000976
ACBK8g00095,Tar-2-000974
ACBK8g00096,.
ACBK8g00097,Tar-2-000972
ACBK8g00098,Tar-2-000967
ACBK8g00099,Tar-2-000966
ACBK8g00100,Tar-2-000965
ACBK8g00101,.
ACBK8g00102,.
ACBK8g00103,.
ACBK8g00104,Tar-2-000963
ACBK8g00105,Tar-2-000962
ACBK8g00106,.
ACBK8g00107,Tar-2-000961
ACBK8g00108,.
ACBK8g00109,.
ACBK8g00110,Tar-2-000960
ACBK8g00111,Tar-2-000959
ACBK8g00112,Tar-2-000958
ACBK8g00113,.
ACBK8g00114,.
ACBK8g00115,.
ACBK8g00116,.
ACBK8g00117,Tar-2-000957
ACBK8g00118,Tar-2-000956
ACBK8g00119,Tar-2-000955
ACBK8g00120,Tar-2-000952
ACBK8g00121,Tar-2-000951
ACBK8g00122,Tar-2-000950
ACBK8g00123,Tar-2-000949
ACBK8g00124,.
ACBK8g00125,Tar-2-000948
ACBK8g00126,Tar-2-000947
ACBK8g00127,.
ACBK8g00128,.
ACBK8g00129,Tar-2-000946
ACBK8g00130,Tar-2-000945
ACBK8g00131,Tar-2-000944
ACBK8g00132,Tar-2-000943
ACBK8g00133,.
ACBK8g00134,Tar-2-000941
ACBK8g00135,Tar-2-000940
ACBK8g00136,.
ACBK8g00137,Tar-2-000939
ACBK8g00138,Tar-2-000938
ACBK8g00139,.
ACBK8g00140,Tar-2-000936
ACBK8g00141,Tar-2-000934
ACBK8g00142,.
ACBK8g00143,.
ACBK8g00144,Tar-2-000933
ACBK8g00145,Tar-2-000927
ACBK8g00146,Tar-2-000926
ACBK8g00147,Tar-2-000924
ACBK8g00148,.
ACBK8g00149,Tar-2-000922
ACBK8g00150,.
ACBK8g00151,.
