ACBK1g00001,Iind-3-000007
ACBK6g02575,Iind-7-000138
ACBK6g02576,.
ACBK6g02577,Iind-7-000137
ACBK6g02578,Iind-7-000136
ACBK6g02579,.
ACBK6g02580,.
ACBK6g02581,Iind-7-000134
ACBK6g02582,Iind-7-000133
ACBK6g02583,Iind-7-000128
ACBK6g02584,.
ACBK6g02585,.
ACBK6g02586,Iind-7-000124
ACBK6g02587,Iind-7-000123
ACBK6g02588,Iind-7-000122
ACBK6g02589,.
ACBK6g02590,Iind-7-000120
ACBK6g02591,Iind-7-000119
ACBK6g02592,.
ACBK6g02593,Iind-7-000117
ACBK6g02594,Iind-7-000115
ACBK6g02595,.
ACBK6g02596,Iind-7-000114
ACBK6g02597,Iind-7-000111
ACBK6g02598,.
ACBK6g02599,Iind-7-000110
ACBK6g02600,Iind-7-000108
ACBK6g02601,Iind-7-000105
ACBK6g02602,Iind-7-000104
ACBK6g02603,.
ACBK6g02604,Iind-7-000102
ACBK6g02605,Iind-7-000101
ACBK6g02606,Iind-7-000099
ACBK6g02607,.
ACBK6g02608,Iind-7-000098
ACBK6g02609,Iind-7-000097
ACBK6g02610,.
ACBK6g02611,Iind-7-000095
ACBK6g02612,.
ACBK6g02613,.
ACBK6g02614,Iind-7-000094
ACBK6g02615,Iind-7-000093
ACBK6g02616,Iind-7-000092
ACBK6g02617,Iind-7-000091
ACBK6g02618,Iind-7-000090
ACBK6g02619,Iind-7-000089
ACBK6g02620,Iind-7-000088
ACBK6g02621,Iind-7-000087
ACBK6g02622,Iind-7-000086
ACBK6g02623,Iind-7-000085
ACBK6g02624,Iind-7-000084
ACBK6g02625,Iind-7-000082
ACBK6g02626,Iind-7-000081
ACBK6g02627,Iind-7-000080
ACBK6g02628,Iind-7-000077
ACBK6g02629,.
ACBK6g02630,Iind-7-000076
ACBK6g02631,Iind-7-000075
ACBK6g02632,Iind-7-000074
ACBK6g02633,Iind-7-000072
ACBK6g02634,Iind-7-000071
ACBK6g02635,Iind-7-000070
ACBK6g02636,.
ACBK6g02637,Iind-7-000069
ACBK6g02638,.
ACBK6g02639,.
ACBK6g02640,Iind-7-000068
ACBK6g02641,Iind-7-000067
ACBK6g02642,Iind-7-000066
ACBK6g02643,.
ACBK6g02644,Iind-7-000064
ACBK6g02645,Iind-7-000062
ACBK6g02646,Iind-7-000061
ACBK6g02647,Iind-7-000059
ACBK6g02648,Iind-7-000058
ACBK6g02649,Iind-7-000057
ACBK6g02650,Iind-7-000056
ACBK6g02651,Iind-7-000055
ACBK6g02652,Iind-7-000054
ACBK6g02653,Iind-7-000053
ACBK6g02654,Iind-7-000052
ACBK6g02655,Iind-7-000051
ACBK6g02656,.
ACBK6g02657,Iind-7-000050
ACBK6g02658,Iind-7-000048
ACBK6g02659,.
ACBK6g02660,Iind-7-000046
ACBK6g02661,Iind-7-000045
ACBK6g02662,Iind-7-000042
ACBK6g02663,Iind-7-000040
ACBK6g02664,Iind-7-000039
ACBK6g02665,Iind-7-000038
ACBK6g02666,Iind-7-000037
ACBK6g02667,Iind-7-000035
ACBK6g02668,Iind-7-000034
ACBK6g02669,.
ACBK6g02670,.
ACBK6g02671,Iind-7-000033
ACBK6g02672,Iind-7-000032
ACBK6g02673,Iind-7-000031
ACBK6g02674,Iind-7-000030
ACBK6g02675,Iind-7-000029
ACBK6g02676,.
ACBK6g02677,Iind-7-000028
ACBK6g02678,.
ACBK6g02679,.
ACBK6g02680,Iind-7-000026
ACBK6g02681,Iind-7-000025
ACBK6g02682,Iind-7-000024
ACBK6g02683,.
ACBK6g02684,Iind-7-000023
ACBK6g02685,Iind-7-000022
ACBK6g02686,.
ACBK6g02687,Iind-7-000021
ACBK6g02688,Iind-7-000020
ACBK6g02689,Iind-7-000019
ACBK6g02690,Iind-7-000017
ACBK6g02691,Iind-7-000016
ACBK6g02692,Iind-7-000015
ACBK6g02693,.
ACBK6g02694,Iind-7-000014
ACBK6g02695,Iind-7-000013
ACBK6g02696,.
ACBK6g02697,Iind-7-000011
ACBK6g02698,Iind-7-000010
ACBK6g02699,Iind-7-000009
ACBK6g02700,.
ACBK6g02701,Iind-7-000007
ACBK6g02702,.
ACBK6g02703,.
ACBK6g02704,Iind-7-000005
ACBK6g02705,Iind-7-000003
ACBK6g02706,.
ACBK6g02707,Iind-7-000001
ACBK7g00001,Iind-2-000002
ACBK7g00002,.
ACBK7g00003,Iind-2-000004
ACBK7g00004,.
ACBK7g00005,Iind-2-000005
ACBK7g00006,Iind-2-000006
ACBK7g00007,.
ACBK7g00008,.
ACBK7g00009,.
ACBK7g00010,.
ACBK7g00011,Iind-2-000007
ACBK7g00012,Iind-2-000010
ACBK7g00013,Iind-2-000011
ACBK7g00014,Iind-2-000012
ACBK7g00015,Iind-2-000016
ACBK7g00016,Iind-2-000017
ACBK7g00017,Iind-2-000020
ACBK7g00018,.
ACBK7g00019,Iind-2-000022
ACBK7g00020,Iind-2-000024
ACBK7g00021,.
ACBK7g00022,.
ACBK7g00023,Iind-2-000026
ACBK7g00024,Iind-2-000027
ACBK7g00025,Iind-2-000028
ACBK7g00026,.
ACBK7g00027,Iind-2-000030
ACBK7g00028,.
ACBK7g00029,Iind-2-000031
ACBK7g00030,Iind-2-000032
ACBK7g00031,Iind-2-000033
ACBK7g00032,Iind-2-000034
ACBK7g00033,Iind-2-000035
ACBK7g00034,Iind-2-000036
ACBK7g00035,Iind-2-000038
ACBK7g00036,Iind-2-000039
ACBK7g00037,Iind-2-000040
ACBK7g00038,.
ACBK7g00039,Iind-2-000042
ACBK7g00040,Iind-2-000043
ACBK7g00041,Iind-2-000044
ACBK7g00042,.
ACBK7g00043,Iind-2-000045
ACBK7g00044,.
ACBK7g00045,Iind-2-000046
ACBK7g00046,Iind-2-000047
ACBK7g00047,Iind-2-000048
ACBK7g00048,Iind-2-000049
ACBK7g00049,.
ACBK7g00050,.
ACBK7g00051,Iind-2-000050
ACBK7g00052,Iind-2-000051
ACBK7g00053,Iind-2-000052
ACBK7g00054,Iind-2-000053
ACBK7g00055,Iind-2-000054
ACBK7g00056,Iind-2-000055
ACBK7g00057,Iind-2-000056
ACBK7g00058,Iind-2-000057
ACBK7g00059,Iind-2-000058
ACBK7g00060,Iind-2-000059
ACBK7g00061,Iind-2-000060
ACBK7g00062,Iind-2-000061
ACBK7g00063,Iind-2-000062
ACBK7g00064,Iind-2-000063
ACBK7g00065,Iind-2-000064
ACBK7g00066,Iind-2-000065
ACBK7g00067,Iind-2-000066
ACBK7g00068,Iind-2-000067
ACBK7g00069,Iind-2-000068
ACBK7g00070,Iind-2-000069
ACBK7g00071,.
ACBK7g00072,.
ACBK7g00073,Iind-2-000072
ACBK7g00074,Iind-2-000073
ACBK7g00075,Iind-2-000074
ACBK7g00076,.
ACBK7g00077,.
ACBK7g00078,.
ACBK7g00079,.
ACBK7g00080,.
ACBK7g00081,.
ACBK7g00082,.
ACBK7g00083,Iind-2-000075
ACBK7g00084,Iind-2-000076
ACBK7g00085,Iind-2-000077
ACBK7g00086,.
ACBK7g00087,Iind-2-000078
ACBK7g00088,Iind-2-000081
ACBK7g00089,Iind-2-000082
ACBK7g00090,Iind-2-000084
ACBK7g00091,Iind-2-000085
ACBK7g00092,Iind-2-000086
ACBK7g00093,Iind-2-000089
ACBK7g00094,Iind-2-000090
ACBK7g00095,.
ACBK7g00096,.
ACBK7g00097,Iind-2-000092
ACBK7g00098,.
ACBK7g00099,.
ACBK7g00100,.
ACBK7g00101,Iind-2-000093
ACBK7g00102,Iind-2-000094
ACBK7g00103,.
ACBK7g00104,.
ACBK7g00105,Iind-2-000097
ACBK7g00106,Iind-2-000098
ACBK7g00107,Iind-2-000099
ACBK7g00108,.
ACBK7g00109,Iind-2-000101
ACBK7g00110,.
ACBK7g00111,Iind-2-000102
ACBK7g00112,.
ACBK7g00113,Iind-2-000103
ACBK7g00114,.
ACBK7g00115,Iind-2-000104
ACBK7g00116,.
ACBK7g00117,Iind-2-000106
ACBK7g00118,Iind-2-000109
ACBK7g00119,Iind-2-000111
ACBK7g00120,.
ACBK7g00121,Iind-2-000113
ACBK7g00122,Iind-2-000114
ACBK7g00123,Iind-2-000115
ACBK7g00124,.
ACBK7g00125,Iind-2-000122
ACBK7g00126,Iind-2-000123
ACBK7g00127,.
ACBK7g00128,Iind-2-000125
ACBK7g00129,Iind-2-000127
ACBK7g00130,Iind-2-000128
ACBK7g00131,Iind-2-000130
ACBK7g00132,Iind-2-000131
ACBK7g00133,Iind-2-000132
ACBK7g00134,.
ACBK7g00135,Iind-2-000135
ACBK7g00136,Iind-2-000136
ACBK7g00137,Iind-2-000139
ACBK7g00138,Iind-2-000140
ACBK7g00139,Iind-2-000141
ACBK7g00140,.
ACBK7g00141,Iind-2-000142
ACBK7g00142,.
ACBK7g00143,Iind-2-000143
ACBK7g00144,Iind-2-000144
ACBK7g00145,Iind-2-000145
ACBK7g00146,Iind-2-000146
ACBK7g00147,.
ACBK7g00148,Iind-2-000147
ACBK7g00149,Iind-2-000148
ACBK7g00150,Iind-2-000149
ACBK7g00151,.
ACBK7g00152,Iind-2-000151
ACBK7g00153,Iind-2-000152
ACBK7g00154,Iind-2-000153
ACBK7g00155,Iind-2-000155
ACBK7g00156,Iind-2-000156
ACBK7g00157,Iind-2-000157
ACBK7g00158,Iind-2-000158
ACBK7g00159,Iind-2-000159
ACBK7g00160,Iind-2-000160
ACBK7g00161,.
ACBK7g00162,.
ACBK7g00163,.
ACBK7g00164,Iind-2-000163
ACBK7g00165,.
ACBK7g00166,Iind-2-000166
ACBK7g00167,Iind-2-000167
ACBK7g00168,Iind-2-000168
ACBK7g00169,.
ACBK7g00170,.
ACBK7g00171,Iind-2-000169
ACBK7g00172,Iind-2-000171
ACBK7g00173,Iind-2-000172
ACBK7g00174,Iind-2-000173
ACBK7g00175,.
ACBK7g00176,.
ACBK7g00177,Iind-2-000174
ACBK7g00178,Iind-2-000176
ACBK7g00179,Iind-2-000177
ACBK7g00180,Iind-2-000178
ACBK7g00181,Iind-2-000179
ACBK7g00182,Iind-2-000180
ACBK7g00183,Iind-2-000181
ACBK7g00184,.
ACBK7g00185,Iind-2-000183
ACBK7g00186,Iind-2-000184
ACBK7g00187,Iind-2-000185
ACBK7g00188,Iind-2-000186
ACBK7g00189,Iind-2-000187
ACBK7g00190,Iind-2-000188
ACBK7g00191,.
ACBK7g00192,.
ACBK7g00193,Iind-2-000192
ACBK7g00194,Iind-2-000193
ACBK7g00195,.
ACBK7g00196,Iind-2-000194
ACBK7g00197,Iind-2-000196
ACBK7g00198,Iind-2-000197
ACBK7g00199,Iind-2-000198
ACBK7g00200,Iind-2-000199
ACBK7g00201,Iind-2-000200
ACBK7g00202,Iind-2-000202
ACBK7g00203,Iind-2-000203
ACBK7g00204,Iind-2-000207
ACBK7g00205,Iind-2-000208
ACBK7g00206,Iind-2-000211
ACBK7g00207,Iind-2-000213
ACBK7g00208,.
ACBK7g00209,Iind-2-000214
ACBK7g00210,Iind-2-000215
ACBK7g00211,Iind-2-000216
ACBK7g00212,Iind-2-000218
ACBK7g00213,Iind-2-000220
ACBK7g00214,Iind-2-000221
ACBK7g00215,.
ACBK7g00216,Iind-2-000222
ACBK7g00217,Iind-2-000223
ACBK7g00218,Iind-2-000226
ACBK7g00219,Iind-2-000227
ACBK7g00220,Iind-2-000228
ACBK7g00221,.
ACBK7g00222,.
ACBK7g00223,Iind-2-000229
ACBK7g00224,Iind-2-000230
ACBK7g00225,Iind-2-000231
ACBK7g00226,Iind-2-000234
ACBK7g00227,Iind-2-000236
ACBK7g00228,Iind-2-000245
ACBK7g00229,Iind-2-000246
ACBK7g00230,Iind-2-000247
ACBK7g00231,Iind-2-000248
ACBK7g00232,Iind-2-000249
ACBK7g00233,Iind-2-000250
ACBK7g00234,Iind-2-000252
ACBK7g00235,Iind-2-000253
ACBK7g00236,Iind-2-000256
ACBK7g00237,Iind-2-000257
ACBK7g00238,Iind-2-000259
ACBK7g00239,Iind-2-000260
ACBK7g00240,Iind-2-000261
ACBK7g00241,Iind-2-000263
ACBK7g00242,.
ACBK7g00243,Iind-2-000264
ACBK7g00244,Iind-2-000265
ACBK7g00245,Iind-2-000266
ACBK7g00246,.
ACBK7g00247,Iind-2-000269
ACBK7g00248,Iind-2-000270
ACBK7g00249,Iind-2-000272
ACBK7g00250,Iind-2-000273
ACBK7g00251,Iind-2-000274
ACBK7g00252,Iind-2-000275
ACBK7g00253,Iind-2-000277
ACBK7g00254,Iind-2-000278
ACBK7g00255,Iind-2-000279
ACBK7g00256,Iind-2-000281
ACBK7g00257,.
ACBK7g00258,Iind-2-000282
ACBK7g00259,Iind-2-000283
ACBK7g00260,.
ACBK7g00261,Iind-2-000284
ACBK7g00262,Iind-2-000285
ACBK7g00263,Iind-2-000286
ACBK7g00264,.
ACBK7g00265,.
ACBK7g00266,Iind-2-000289
ACBK7g00267,.
ACBK7g00268,Iind-2-000290
ACBK7g00269,Iind-2-000291
ACBK7g00270,Iind-2-000292
ACBK7g00271,Iind-2-000293
ACBK7g00272,Iind-2-000294
ACBK7g00273,.
ACBK7g00274,Iind-2-000295
ACBK7g00275,Iind-2-000296
ACBK7g00276,.
ACBK7g00277,Iind-2-000297
ACBK7g00278,Iind-2-000298
ACBK7g00279,Iind-2-000299
ACBK7g00280,Iind-2-000300
ACBK7g00281,Iind-2-000302
ACBK7g00282,Iind-2-000303
ACBK7g00283,.
ACBK7g00284,.
ACBK7g00285,Iind-2-000304
ACBK7g00286,.
ACBK7g00287,Iind-2-000305
ACBK7g00288,Iind-2-000306
ACBK7g00289,Iind-2-000307
ACBK7g00290,Iind-2-000308
ACBK7g00291,Iind-2-000310
ACBK7g00292,Iind-2-000311
ACBK7g00293,Iind-2-000312
ACBK7g00294,Iind-2-000313
ACBK7g00295,Iind-2-000314
ACBK7g00296,Iind-2-000315
ACBK7g00297,.
ACBK7g00298,Iind-2-000316
ACBK7g00299,Iind-2-000318
ACBK7g00300,Iind-2-000319
ACBK7g00301,.
ACBK7g00302,.
ACBK7g00303,Iind-2-000320
ACBK7g00304,Iind-2-000321
ACBK7g00305,Iind-2-000322
ACBK7g00306,.
ACBK7g00307,.
ACBK7g00308,Iind-2-000323
ACBK7g00309,Iind-2-000324
ACBK7g00310,Iind-2-000325
ACBK7g00311,Iind-2-000326
ACBK7g00312,.
ACBK7g00313,Iind-2-000328
ACBK7g00314,Iind-2-000330
ACBK7g00315,Iind-2-000331
ACBK7g00316,Iind-2-000332
ACBK7g00317,.
ACBK7g00318,Iind-2-000333
ACBK7g00319,.
ACBK7g00320,Iind-2-000334
ACBK7g00321,Iind-2-000335
ACBK7g00322,Iind-2-000336
ACBK7g00323,Iind-2-000337
ACBK7g00324,Iind-2-000338
ACBK7g00325,Iind-2-000339
ACBK7g00326,Iind-2-000340
ACBK7g00327,Iind-2-000341
ACBK7g00328,.
ACBK7g00329,Iind-2-000342
ACBK7g00330,.
ACBK7g00331,Iind-2-000343
ACBK7g00332,.
ACBK7g00333,Iind-2-000345
ACBK7g00334,Iind-2-000346
ACBK7g00335,Iind-2-000347
ACBK7g00336,Iind-2-000348
ACBK7g00337,.
ACBK7g00338,.
ACBK7g00339,Iind-2-000349
ACBK7g00340,.
ACBK7g00341,Iind-2-000350
ACBK7g00342,Iind-2-000351
ACBK7g00343,Iind-2-000352
ACBK7g00344,.
ACBK7g00345,Iind-2-000354
ACBK7g00346,Iind-2-000355
ACBK7g00347,.
ACBK7g00348,Iind-2-000356
ACBK7g00349,Iind-2-000357
ACBK7g00350,.
ACBK7g00351,Iind-2-000359
ACBK7g00352,Iind-2-000362
ACBK7g00353,.
ACBK7g00354,.
ACBK7g00355,.
ACBK7g00356,.
ACBK7g00357,.
ACBK7g00358,.
ACBK7g00359,.
ACBK7g00360,Iind-2-000363
ACBK7g00361,.
ACBK7g00362,Iind-2-000367
ACBK7g00363,Iind-2-000370
ACBK7g00364,Iind-2-000372
ACBK7g00365,Iind-2-000373
ACBK7g00366,Iind-2-000374
ACBK7g00367,Iind-2-000377
ACBK7g00368,Iind-2-000378
ACBK7g00369,Iind-2-000383
ACBK7g00370,.
ACBK7g00371,Iind-2-000384
ACBK7g00372,Iind-2-000386
ACBK7g00373,Iind-2-000387
ACBK7g00374,Iind-2-000388
ACBK7g00375,Iind-2-000389
ACBK7g00376,Iind-2-000390
ACBK7g00377,.
ACBK7g00378,.
ACBK7g00379,Iind-2-000391
ACBK7g00380,Iind-2-000392
ACBK7g00381,Iind-2-000393
ACBK7g00382,Iind-2-000394
ACBK7g00383,Iind-2-000396
ACBK7g00384,.
ACBK7g00385,.
ACBK7g00386,Iind-2-000397
ACBK7g00387,.
ACBK7g00388,.
ACBK7g00389,Iind-2-000398
ACBK7g00390,Iind-2-000399
ACBK7g00391,Iind-2-000400
ACBK7g00392,.
ACBK7g00393,Iind-2-000403
ACBK7g00394,Iind-2-000404
ACBK7g00395,Iind-2-000405
ACBK7g00396,Iind-2-000406
ACBK7g00397,.
ACBK7g00398,.
ACBK7g00399,.
ACBK7g00400,.
ACBK7g00401,Iind-2-000412
ACBK7g00402,.
ACBK7g00403,.
ACBK7g00404,Iind-2-000413
ACBK7g00405,Iind-2-000414
ACBK7g00406,Iind-2-000415
ACBK7g00407,Iind-2-000416
ACBK7g00408,Iind-2-000417
ACBK7g00409,.
ACBK7g00410,.
ACBK7g00411,Iind-2-000418
ACBK7g00412,Iind-2-000419
ACBK7g00413,Iind-2-000420
ACBK7g00414,Iind-2-000421
ACBK7g00415,Iind-2-000422
ACBK7g00416,.
ACBK7g00417,Iind-2-000425
ACBK7g00418,Iind-2-000426
ACBK7g00419,.
ACBK7g00420,Iind-2-000427
ACBK7g00421,.
ACBK7g00422,.
ACBK7g00423,Iind-2-000428
ACBK7g00424,Iind-2-000429
ACBK7g00425,Iind-2-000430
ACBK7g00426,Iind-2-000431
ACBK7g00427,Iind-2-000432
ACBK7g00428,Iind-2-000434
ACBK7g00429,.
ACBK7g00430,Iind-2-000436
ACBK7g00431,Iind-2-000437
ACBK7g00432,Iind-2-000438
ACBK7g00433,.
ACBK7g00434,.
ACBK7g00435,.
ACBK7g00436,.
ACBK7g00437,Iind-2-000440
ACBK7g00438,.
ACBK7g00439,Iind-2-000441
ACBK7g00440,Iind-2-000442
ACBK7g00441,Iind-2-000443
ACBK7g00442,.
ACBK7g00443,Iind-2-000444
ACBK7g00444,.
ACBK7g00445,Iind-2-000446
ACBK7g00446,Iind-2-000447
ACBK7g00447,Iind-2-000448
ACBK7g00448,Iind-2-000449
ACBK7g00449,Iind-2-000450
ACBK7g00450,.
ACBK7g00451,Iind-2-000451
ACBK7g00452,.
ACBK7g00453,Iind-2-000453
ACBK7g00454,Iind-2-000454
ACBK7g00455,Iind-2-000455
ACBK7g00456,Iind-2-000456
ACBK7g00457,Iind-2-000457
ACBK7g00458,Iind-2-000458
ACBK7g00459,.
ACBK7g00460,.
ACBK7g00461,Iind-2-000459
ACBK7g00462,Iind-2-000460
ACBK7g00463,Iind-2-000461
ACBK7g00464,Iind-2-000462
ACBK7g00465,Iind-2-000463
ACBK7g00466,Iind-2-000465
ACBK7g00467,Iind-2-000466
ACBK7g00468,Iind-2-000467
ACBK7g00469,Iind-2-000469
ACBK7g00470,Iind-2-000470
ACBK7g00471,.
ACBK7g00472,Iind-2-000471
ACBK7g00473,.
ACBK7g00474,Iind-2-000472
ACBK7g00475,Iind-2-000475
ACBK7g00476,Iind-2-000476
ACBK7g00477,Iind-2-000477
ACBK7g00478,Iind-2-000478
ACBK7g00479,.
ACBK7g00480,Iind-2-000484
ACBK7g00481,Iind-2-000485
ACBK7g00482,Iind-2-000486
ACBK7g00483,Iind-2-000487
ACBK7g00484,Iind-2-000488
ACBK7g00485,Iind-2-000489
ACBK7g00486,Iind-2-000491
ACBK7g00487,Iind-2-000493
ACBK7g00488,Iind-2-000495
ACBK7g00489,Iind-2-000497
ACBK7g00490,Iind-2-000498
ACBK7g00491,Iind-2-000499
ACBK7g00492,Iind-2-000501
ACBK7g00493,.
ACBK7g00494,.
ACBK7g00495,Iind-2-000502
ACBK7g00496,Iind-2-000504
ACBK7g00497,Iind-2-000505
ACBK7g00498,Iind-2-000507
ACBK7g00499,Iind-2-000509
ACBK7g00500,.
ACBK7g00501,Iind-2-000510
ACBK7g00502,Iind-2-000511
ACBK7g00503,.
ACBK7g00504,.
ACBK7g00505,Iind-2-000514
ACBK7g00506,Iind-2-000515
ACBK7g00507,Iind-2-000516
ACBK7g00508,Iind-2-000518
ACBK7g00509,Iind-2-000519
ACBK7g00510,Iind-2-000520
ACBK7g00511,Iind-2-000521
ACBK7g00512,Iind-2-000522
ACBK7g00513,Iind-2-000523
ACBK7g00514,.
ACBK7g00515,.
ACBK7g00516,Iind-2-000524
ACBK7g00517,Iind-2-000525
ACBK7g00518,Iind-2-000526
ACBK7g00519,Iind-2-000528
ACBK7g00520,Iind-2-000531
ACBK7g00521,Iind-2-000532
ACBK7g00522,Iind-2-000533
ACBK7g00523,Iind-2-000535
ACBK7g00524,.
ACBK7g00525,.
ACBK7g00526,.
ACBK7g00527,Iind-2-000536
ACBK7g00528,.
ACBK7g00529,Iind-2-000541
ACBK7g00530,Iind-2-000542
ACBK7g00531,Iind-2-000545
ACBK7g00532,Iind-2-000546
ACBK7g00533,Iind-2-000547
ACBK7g00534,Iind-2-000548
ACBK7g00535,Iind-2-000549
ACBK7g00536,Iind-2-000550
ACBK7g00537,Iind-2-000551
ACBK7g00538,Iind-2-000552
ACBK7g00539,Iind-2-000553
ACBK7g00540,Iind-2-000554
ACBK7g00541,Iind-2-000556
ACBK7g00542,Iind-2-000558
ACBK7g00543,Iind-2-000559
ACBK7g00544,.
ACBK7g00545,.
ACBK7g00546,Iind-2-000560
ACBK7g00547,Iind-2-000561
ACBK7g00548,Iind-2-000562
ACBK7g00549,.
ACBK7g00550,Iind-2-000565
ACBK7g00551,Iind-2-000566
ACBK7g00552,Iind-2-000569
ACBK7g00553,Iind-2-000571
ACBK7g00554,Iind-2-000573
ACBK7g00555,.
ACBK7g00556,Iind-2-000574
ACBK7g00557,Iind-2-000575
ACBK7g00558,Iind-2-000576
ACBK7g00559,Iind-2-000577
ACBK7g00560,Iind-2-000578
ACBK7g00561,Iind-2-000579
ACBK7g00562,Iind-2-000580
ACBK7g00563,Iind-2-000583
ACBK7g00564,Iind-2-000584
ACBK7g00565,Iind-2-000585
ACBK7g00566,Iind-2-000586
ACBK7g00567,Iind-2-000587
ACBK7g00568,Iind-2-000588
ACBK7g00569,Iind-2-000589
ACBK7g00570,Iind-2-000590
ACBK7g00571,Iind-2-000593
ACBK7g00572,.
ACBK7g00573,.
ACBK7g00574,Iind-2-000598
ACBK7g00575,Iind-2-000599
ACBK7g00576,.
ACBK7g00577,.
ACBK7g00578,Iind-2-000605
ACBK7g00579,Iind-2-000608
ACBK7g00580,Iind-2-000609
ACBK7g00581,Iind-2-000610
ACBK7g00582,Iind-2-000612
ACBK7g00583,Iind-2-000613
ACBK7g00584,Iind-2-000614
ACBK7g00585,Iind-2-000615
ACBK7g00586,Iind-2-000616
ACBK7g00587,Iind-2-000617
ACBK7g00588,Iind-2-000619
ACBK7g00589,Iind-2-000620
ACBK7g00590,Iind-2-000625
ACBK7g00591,Iind-2-000626
ACBK7g00592,Iind-2-000627
ACBK7g00593,Iind-2-000628
ACBK7g00594,Iind-2-000629
ACBK7g00595,Iind-2-000632
ACBK7g00596,Iind-2-000634
ACBK7g00597,Iind-2-000637
ACBK7g00598,Iind-2-000638
ACBK7g00599,.
ACBK7g00600,Iind-2-000639
ACBK7g00601,.
ACBK7g00602,.
ACBK7g00603,.
ACBK7g00604,.
ACBK7g00605,.
ACBK7g00606,.
ACBK7g00607,.
ACBK7g00608,.
ACBK7g00609,.
ACBK7g00610,Iind-2-000640
ACBK7g00611,Iind-2-000641
ACBK7g00612,Iind-2-000642
ACBK7g00613,.
ACBK7g00614,Iind-2-000644
ACBK7g00615,Iind-2-000645
ACBK7g00616,Iind-2-000646
ACBK7g00617,Iind-2-000647
ACBK7g00618,Iind-2-000648
ACBK7g00619,Iind-2-000649
ACBK7g00620,Iind-2-000650
ACBK7g00621,Iind-2-000651
ACBK7g00622,.
ACBK7g00623,Iind-2-000653
ACBK7g00624,Iind-2-000654
ACBK7g00625,Iind-2-000655
ACBK7g00626,Iind-2-000656
ACBK7g00627,Iind-2-000657
ACBK7g00628,Iind-2-000658
ACBK7g00629,Iind-2-000659
ACBK7g00630,Iind-2-000661
ACBK7g00631,.
ACBK7g00632,Iind-2-000662
ACBK7g00633,Iind-2-000663
ACBK7g00634,Iind-2-000665
ACBK7g00635,Iind-2-000667
ACBK7g00636,Iind-2-000668
ACBK7g00637,Iind-2-000669
ACBK7g00638,.
ACBK7g00639,Iind-2-000670
ACBK7g00640,Iind-2-000671
ACBK7g00641,Iind-2-000672
ACBK7g00642,Iind-2-000673
ACBK7g00643,Iind-2-000674
ACBK7g00644,Iind-2-000677
ACBK7g00645,Iind-2-000678
ACBK7g00646,Iind-2-000681
ACBK7g00647,Iind-2-000682
ACBK7g00648,Iind-2-000688
ACBK7g00649,Iind-2-000689
ACBK7g00650,Iind-2-000690
ACBK7g00651,Iind-2-000691
ACBK7g00652,.
ACBK7g00653,.
ACBK7g00654,Iind-2-000692
ACBK7g00655,Iind-2-000694
ACBK7g00656,Iind-2-000695
ACBK7g00657,Iind-2-000696
ACBK7g00658,Iind-2-000698
ACBK7g00659,Iind-2-000699
ACBK7g00660,Iind-2-000701
ACBK7g00661,Iind-2-000702
ACBK7g00662,Iind-2-000703
ACBK7g00663,Iind-2-000704
ACBK7g00664,Iind-2-000705
ACBK7g00665,Iind-2-000709
ACBK7g00666,.
ACBK7g00667,Iind-2-000710
ACBK7g00668,Iind-2-000712
ACBK7g00669,Iind-2-000713
ACBK7g00670,.
ACBK7g00671,Iind-2-000714
ACBK7g00672,.
ACBK7g00673,Iind-2-000715
ACBK7g00674,Iind-2-000716
ACBK7g00675,Iind-2-000717
ACBK7g00676,Iind-2-000718
ACBK7g00677,Iind-2-000720
ACBK7g00678,Iind-2-000722
ACBK7g00679,Iind-2-000723
ACBK7g00680,.
ACBK7g00681,.
ACBK7g00682,Iind-2-000725
ACBK7g00683,.
ACBK7g00684,Iind-2-000726
ACBK7g00685,Iind-2-000728
ACBK7g00686,Iind-2-000730
ACBK7g00687,.
ACBK7g00688,Iind-2-000731
ACBK7g00689,.
ACBK7g00690,Iind-2-000732
ACBK7g00691,Iind-2-000733
ACBK7g00692,Iind-2-000734
ACBK7g00693,Iind-2-000735
ACBK7g00694,.
ACBK7g00695,Iind-2-000736
ACBK7g00696,Iind-2-000740
ACBK7g00697,Iind-2-000741
ACBK7g00698,Iind-2-000742
ACBK7g00699,Iind-2-000743
ACBK7g00700,Iind-2-000744
ACBK7g00701,.
ACBK7g00702,.
ACBK7g00703,Iind-2-000745
ACBK7g00704,Iind-2-000746
ACBK7g00705,Iind-2-000747
ACBK7g00706,Iind-2-000749
ACBK7g00707,Iind-2-000750
ACBK7g00708,Iind-2-000752
ACBK7g00709,.
ACBK7g00710,Iind-2-000753
ACBK7g00711,Iind-2-000754
ACBK7g00712,.
ACBK7g00713,.
ACBK7g00714,Iind-2-000758
ACBK7g00715,.
ACBK7g00716,Iind-2-000759
ACBK7g00717,.
ACBK7g00718,.
ACBK7g00719,Iind-2-000761
ACBK7g00720,.
ACBK7g00721,.
ACBK7g00722,Iind-2-000763
ACBK7g00723,Iind-2-000764
ACBK7g00724,.
ACBK7g00725,Iind-2-000766
ACBK7g00726,Iind-2-000768
ACBK7g00727,Iind-2-000769
ACBK7g00728,Iind-2-000770
ACBK7g00729,Iind-2-000771
ACBK7g00730,Iind-2-000772
