ACBK1g00001,Spar-1-000008
ACBK7g03306,.
ACBK7g03307,Spar-6-000474
ACBK7g03308,Spar-6-000473
ACBK7g03309,Spar-6-000472
ACBK7g03310,.
ACBK7g03311,Spar-6-000471
ACBK7g03312,.
ACBK7g03313,.
ACBK7g03314,.
ACBK7g03315,.
ACBK7g03316,.
ACBK7g03317,.
ACBK7g03318,Spar-6-000467
ACBK7g03319,Spar-6-000466
ACBK7g03320,.
ACBK7g03321,Spar-6-000465
ACBK7g03322,Spar-6-000464
ACBK7g03323,Spar-6-000461
ACBK7g03324,.
ACBK7g03325,.
ACBK7g03326,Spar-6-000460
ACBK7g03327,.
ACBK7g03328,.
ACBK7g03329,.
ACBK7g03330,.
ACBK7g03331,.
ACBK7g03332,Spar-6-000457
ACBK7g03333,.
ACBK7g03334,Spar-6-000456
ACBK7g03335,.
ACBK7g03336,.
ACBK7g03337,.
ACBK7g03338,.
ACBK7g03339,Spar-6-000455
ACBK7g03340,Spar-6-000453
ACBK7g03341,Spar-6-000452
ACBK7g03342,Spar-6-000451
ACBK7g03343,Spar-6-000449
ACBK7g03344,Spar-6-000448
ACBK7g03345,.
ACBK7g03346,Spar-6-000446
ACBK7g03347,.
ACBK7g03348,.
ACBK7g03349,Spar-6-000445
ACBK7g03350,.
ACBK7g03351,Spar-6-000444
ACBK7g03352,.
ACBK7g03353,.
ACBK7g03354,Spar-6-000442
ACBK7g03355,Spar-6-000441
ACBK7g03356,Spar-6-000440
ACBK7g03357,.
ACBK7g03358,.
ACBK7g03359,.
ACBK7g03360,Spar-6-000436
ACBK7g03361,.
ACBK7g03362,Spar-6-000434
ACBK7g03363,.
ACBK7g03364,.
ACBK7g03365,.
ACBK7g03366,.
ACBK7g03367,Spar-6-000431
ACBK7g03368,.
ACBK7g03369,Spar-6-000429
ACBK7g03370,.
ACBK7g03371,.
ACBK7g03372,.
ACBK7g03373,Spar-6-000427
ACBK7g03374,.
ACBK7g03375,.
ACBK7g03376,.
ACBK7g03377,Spar-6-000426
ACBK7g03378,Spar-6-000425
ACBK7g03379,Spar-6-000424
ACBK7g03380,Spar-6-000423
ACBK7g03381,Spar-6-000422
ACBK7g03382,Spar-6-000421
ACBK7g03383,Spar-6-000420
ACBK7g03384,.
ACBK7g03385,.
ACBK7g03386,.
ACBK7g03387,.
ACBK7g03388,Spar-6-000418
ACBK7g03389,Spar-6-000417
ACBK7g03390,Spar-6-000416
ACBK7g03391,.
ACBK7g03392,Spar-6-000415
ACBK7g03393,Spar-6-000414
ACBK7g03394,Spar-6-000411
ACBK7g03395,.
ACBK7g03396,.
ACBK7g03397,Spar-6-000408
ACBK7g03398,Spar-6-000407
ACBK7g03399,Spar-6-000406
ACBK7g03400,Spar-6-000405
ACBK7g03401,Spar-6-000403
ACBK7g03402,.
ACBK7g03403,.
ACBK7g03404,Spar-6-000402
ACBK7g03405,.
ACBK7g03406,Spar-6-000400
ACBK7g03407,Spar-6-000399
ACBK7g03408,Spar-6-000397
ACBK7g03409,.
ACBK7g03410,.
ACBK7g03411,Spar-6-000396
ACBK7g03412,Spar-6-000395
ACBK7g03413,Spar-6-000394
ACBK7g03414,.
ACBK7g03415,.
ACBK7g03416,.
ACBK7g03417,Spar-6-000393
ACBK7g03418,Spar-6-000392
ACBK7g03419,.
ACBK7g03420,Spar-6-000390
ACBK7g03421,Spar-6-000389
ACBK7g03422,Spar-6-000388
ACBK7g03423,.
ACBK7g03424,.
ACBK7g03425,.
ACBK7g03426,.
ACBK7g03427,.
ACBK7g03428,Spar-6-000384
ACBK7g03429,.
ACBK7g03430,.
ACBK7g03431,.
ACBK7g03432,Spar-6-000382
ACBK7g03433,.
ACBK7g03434,.
ACBK7g03435,.
ACBK7g03436,Spar-6-000380
ACBK7g03437,Spar-6-000379
ACBK7g03438,Spar-6-000378
ACBK7g03439,Spar-6-000377
ACBK7g03440,Spar-6-000376
ACBK7g03441,.
ACBK7g03442,Spar-6-000375
ACBK7g03443,.
ACBK7g03444,.
ACBK7g03445,.
ACBK7g03446,.
ACBK7g03447,Spar-6-000373
ACBK7g03448,.
ACBK7g03449,Spar-6-000372
ACBK7g03450,Spar-6-000371
ACBK7g03451,Spar-6-000370
ACBK7g03452,Spar-6-000369
ACBK7g03453,Spar-6-000367
ACBK7g03454,Spar-6-000366
ACBK7g03455,Spar-6-000365
ACBK7g03456,Spar-6-000364
ACBK7g03457,.
ACBK7g03458,Spar-6-000363
ACBK7g03459,Spar-6-000362
ACBK7g03460,Spar-6-000361
ACBK7g03461,Spar-6-000360
ACBK7g03462,.
ACBK7g03463,Spar-6-000359
ACBK7g03464,.
ACBK7g03465,.
ACBK7g03466,Spar-6-000356
ACBK7g03467,Spar-6-000354
ACBK7g03468,.
ACBK7g03469,.
ACBK7g03470,.
ACBK7g03471,.
ACBK7g03472,.
ACBK7g03473,Spar-6-000351
ACBK7g03474,Spar-6-000350
ACBK7g03475,Spar-6-000349
ACBK7g03476,.
ACBK7g03477,.
ACBK7g03478,.
ACBK7g03479,Spar-6-000346
ACBK7g03480,.
ACBK7g03481,.
ACBK7g03482,Spar-6-000344
ACBK7g03483,Spar-6-000343
ACBK7g03484,.
ACBK7g03485,Spar-6-000341
ACBK7g03486,Spar-6-000340
ACBK7g03487,Spar-6-000339
ACBK7g03488,Spar-6-000338
ACBK7g03489,.
ACBK7g03490,Spar-6-000336
ACBK7g03491,Spar-6-000335
ACBK7g03492,Spar-6-000334
ACBK7g03493,.
ACBK7g03494,Spar-6-000333
ACBK7g03495,Spar-6-000332
ACBK7g03496,Spar-6-000331
ACBK7g03497,Spar-6-000330
ACBK7g03498,Spar-6-000329
ACBK7g03499,.
ACBK7g03500,Spar-6-000327
ACBK7g03501,.
ACBK7g03502,Spar-6-000325
ACBK7g03503,.
ACBK7g03504,Spar-6-000324
ACBK7g03505,Spar-6-000323
ACBK7g03506,.
ACBK7g03507,Spar-6-000322
ACBK7g03508,Spar-6-000321
ACBK7g03509,Spar-6-000320
ACBK7g03510,Spar-6-000319
ACBK7g03511,Spar-6-000318
ACBK7g03512,Spar-6-000317
ACBK7g03513,Spar-6-000316
ACBK7g03514,Spar-6-000315
ACBK7g03515,Spar-6-000314
ACBK7g03516,Spar-6-000313
ACBK7g03517,Spar-6-000312
ACBK7g03518,.
ACBK7g03519,Spar-6-000310
ACBK7g03520,.
ACBK7g03521,.
ACBK7g03522,.
ACBK7g03523,.
ACBK7g03524,.
ACBK7g03525,.
ACBK7g03526,.
ACBK7g03527,.
ACBK7g03528,.
ACBK7g03529,.
ACBK7g03530,Spar-6-000307
ACBK7g03531,.
ACBK7g03532,.
ACBK7g03533,Spar-6-000306
ACBK7g03534,Spar-6-000304
ACBK7g03535,.
ACBK7g03536,Spar-6-000302
ACBK7g03537,.
ACBK7g03538,.
ACBK7g03539,Spar-6-000301
ACBK7g03540,.
ACBK7g03541,.
ACBK7g03542,.
ACBK7g03543,.
ACBK7g03544,.
ACBK7g03545,.
ACBK7g03546,.
ACBK7g03547,.
ACBK7g03548,.
ACBK7g03549,Spar-6-000299
ACBK7g03550,Spar-6-000297
ACBK7g03551,Spar-6-000296
ACBK7g03552,Spar-6-000295
ACBK7g03553,Spar-6-000294
ACBK7g03554,Spar-6-000293
ACBK7g03555,.
ACBK7g03556,.
ACBK7g03557,.
ACBK7g03558,.
ACBK7g03559,.
ACBK7g03560,Spar-6-000291
ACBK7g03561,Spar-6-000290
ACBK7g03562,.
ACBK7g03563,.
ACBK7g03564,Spar-6-000287
ACBK7g03565,Spar-6-000286
ACBK7g03566,.
ACBK7g03567,.
ACBK7g03568,.
ACBK7g03569,.
ACBK7g03570,.
ACBK7g03571,.
ACBK7g03572,.
ACBK7g03573,.
ACBK7g03574,.
ACBK7g03575,.
ACBK7g03576,.
ACBK7g03577,.
ACBK7g03578,.
ACBK7g03579,Spar-6-000281
ACBK7g03580,Spar-6-000279
ACBK7g03581,Spar-6-000278
ACBK7g03582,Spar-6-000277
ACBK7g03583,Spar-6-000276
ACBK7g03584,.
ACBK7g03585,Spar-6-000274
ACBK7g03586,Spar-6-000273
ACBK7g03587,Spar-6-000271
ACBK7g03588,Spar-6-000270
ACBK7g03589,.
ACBK7g03590,.
ACBK7g03591,Spar-6-000267
ACBK7g03592,Spar-6-000266
ACBK7g03593,Spar-6-000265
ACBK7g03594,.
ACBK7g03595,.
ACBK7g03596,.
ACBK7g03597,.
ACBK7g03598,.
ACBK7g03599,.
ACBK7g03600,Spar-6-000257
ACBK7g03601,Spar-6-000256
ACBK7g03602,Spar-6-000255
ACBK7g03603,Spar-6-000254
ACBK7g03604,Spar-6-000253
ACBK7g03605,.
ACBK7g03606,.
ACBK7g03607,Spar-6-000251
ACBK7g03608,Spar-6-000250
ACBK7g03609,.
ACBK7g03610,Spar-6-000248
ACBK7g03611,Spar-6-000247
ACBK7g03612,Spar-6-000246
ACBK7g03613,Spar-6-000244
ACBK7g03614,Spar-6-000243
ACBK7g03615,.
ACBK7g03616,Spar-6-000242
ACBK7g03617,.
ACBK7g03618,.
ACBK7g03619,Spar-6-000239
ACBK7g03620,Spar-6-000238
ACBK7g03621,Spar-6-000237
ACBK7g03622,Spar-6-000236
ACBK7g03623,.
ACBK7g03624,Spar-6-000234
ACBK7g03625,Spar-6-000233
ACBK7g03626,.
ACBK7g03627,.
ACBK7g03628,.
ACBK7g03629,Spar-6-000229
ACBK7g03630,Spar-6-000228
ACBK7g03631,Spar-6-000226
ACBK7g03632,Spar-6-000225
ACBK7g03633,.
ACBK7g03634,Spar-6-000224
ACBK7g03635,Spar-6-000223
ACBK7g03636,.
ACBK7g03637,Spar-6-000221
ACBK7g03638,Spar-6-000220
ACBK7g03639,.
ACBK7g03640,.
ACBK7g03641,.
ACBK7g03642,.
ACBK7g03643,.
ACBK7g03644,Spar-6-000219
ACBK7g03645,.
ACBK7g03646,.
ACBK7g03647,.
ACBK7g03648,.
ACBK7g03649,.
ACBK7g03650,Spar-6-000215
ACBK7g03651,Spar-6-000214
ACBK7g03652,Spar-6-000213
ACBK7g03653,Spar-6-000212
ACBK7g03654,Spar-6-000211
ACBK7g03655,Spar-6-000210
ACBK7g03656,Spar-6-000209
ACBK7g03657,Spar-6-000208
ACBK7g03658,Spar-6-000207
ACBK7g03659,Spar-6-000206
ACBK7g03660,Spar-6-000205
ACBK7g03661,Spar-6-000204
ACBK7g03662,Spar-6-000203
ACBK7g03663,Spar-6-000202
ACBK7g03664,Spar-6-000201
ACBK7g03665,.
ACBK7g03666,.
ACBK7g03667,.
ACBK7g03668,.
ACBK7g03669,.
ACBK7g03670,.
ACBK7g03671,Spar-6-000198
ACBK7g03672,Spar-6-000197
ACBK7g03673,Spar-6-000196
ACBK7g03674,.
ACBK7g03675,.
ACBK7g03676,Spar-6-000192
ACBK7g03677,Spar-6-000191
ACBK7g03678,.
ACBK7g03679,.
ACBK7g03680,Spar-6-000188
ACBK7g03681,Spar-6-000187
ACBK7g03682,Spar-6-000186
ACBK7g03683,.
ACBK7g03684,Spar-6-000184
ACBK7g03685,.
ACBK7g03686,Spar-6-000183
ACBK7g03687,Spar-6-000182
ACBK7g03688,Spar-6-000181
ACBK7g03689,Spar-6-000180
ACBK7g03690,Spar-6-000179
ACBK7g03691,Spar-6-000178
ACBK7g03692,Spar-6-000177
ACBK7g03693,Spar-6-000176
ACBK7g03694,.
ACBK7g03695,Spar-6-000175
ACBK7g03696,Spar-6-000174
ACBK7g03697,Spar-6-000173
ACBK7g03698,Spar-6-000172
ACBK7g03699,Spar-6-000171
ACBK7g03700,.
ACBK7g03701,.
ACBK7g03702,.
ACBK7g03703,Spar-6-000169
ACBK7g03704,Spar-6-000168
ACBK7g03705,Spar-6-000167
ACBK7g03706,.
ACBK7g03707,Spar-6-000163
ACBK7g03708,.
ACBK7g03709,.
ACBK7g03710,.
ACBK7g03711,.
ACBK7g03712,Spar-6-000159
ACBK7g03713,.
ACBK7g03714,Spar-6-000158
ACBK7g03715,.
ACBK7g03716,Spar-6-000156
ACBK7g03717,.
ACBK7g03718,Spar-6-000155
ACBK7g03719,Spar-6-000154
ACBK7g03720,.
ACBK7g03721,Spar-6-000153
ACBK7g03722,.
ACBK7g03723,.
ACBK7g03724,.
ACBK7g03725,Spar-6-000140
ACBK7g03726,Spar-6-000142
ACBK7g03727,Spar-6-000143
ACBK7g03728,.
ACBK7g03729,Spar-6-000145
ACBK7g03730,Spar-6-000146
ACBK7g03731,Spar-6-000147
ACBK7g03732,Spar-6-000148
ACBK7g03733,.
ACBK7g03734,Spar-6-000150
ACBK7g03735,.
ACBK7g03736,.
ACBK7g03737,Spar-6-000138
ACBK7g03738,Spar-6-000137
ACBK7g03739,Spar-6-000135
ACBK7g03740,Spar-6-000134
ACBK7g03741,Spar-6-000133
ACBK7g03742,Spar-6-000132
ACBK7g03743,Spar-6-000131
ACBK7g03744,Spar-6-000130
ACBK7g03745,.
ACBK7g03746,Spar-6-000128
ACBK7g03747,Spar-6-000127
ACBK7g03748,.
ACBK7g03749,Spar-6-000126
ACBK7g03750,Spar-6-000125
ACBK7g03751,Spar-6-000124
ACBK7g03752,Spar-6-000123
ACBK7g03753,.
ACBK7g03754,.
ACBK7g03755,.
ACBK7g03756,Spar-6-000121
ACBK7g03757,Spar-6-000120
ACBK7g03758,Spar-6-000119
ACBK7g03759,Spar-6-000118
ACBK7g03760,.
ACBK7g03761,Spar-6-000117
ACBK7g03762,.
ACBK7g03763,Spar-6-000115
ACBK7g03764,.
ACBK7g03765,Spar-6-000114
ACBK7g03766,Spar-6-000113
ACBK7g03767,Spar-6-000112
ACBK7g03768,
ACBK7g03769,
ACBK7g03770,
ACBK7g03771,Spar-6-000067
ACBK7g03772,.
ACBK7g03773,Spar-6-000069
ACBK7g03774,.
ACBK7g03775,Spar-6-000071
ACBK7g03776,Spar-6-000072
ACBK7g03777,Spar-6-000073
ACBK7g03778,.
ACBK7g03779,Spar-6-000074
ACBK7g03780,Spar-6-000075
ACBK7g03781,Spar-6-000076
ACBK7g03782,.
ACBK7g03783,Spar-6-000078
ACBK7g03784,.
ACBK7g03785,Spar-6-000081
ACBK7g03786,Spar-6-000082
ACBK7g03787,Spar-6-000083
ACBK7g03788,Spar-6-000084
ACBK7g03789,Spar-6-000085
ACBK7g03790,Spar-6-000086
ACBK7g03791,Spar-6-000087
ACBK7g03792,.
ACBK7g03793,.
ACBK7g03794,Spar-6-000089
ACBK7g03795,.
ACBK7g03796,Spar-6-000091
ACBK7g03797,Spar-6-000092
ACBK7g03798,Spar-6-000093
ACBK7g03799,.
ACBK7g03800,.
ACBK7g03801,Spar-6-000096
ACBK7g03802,Spar-6-000097
ACBK7g03803,.
ACBK7g03804,Spar-6-000099
ACBK7g03805,.
ACBK7g03806,Spar-6-000100
ACBK7g03807,.
ACBK7g03808,.
ACBK7g03809,.
ACBK7g03810,.
ACBK7g03811,Spar-6-000101
ACBK7g03812,Spar-6-000103
ACBK7g03813,.
ACBK7g03814,.
ACBK7g03815,.
ACBK7g03816,Spar-6-000107
ACBK7g03817,Spar-6-000108
ACBK7g03818,Spar-6-000109
ACBK7g03819,.
ACBK7g03820,Spar-6-000111
ACBK7g03821,
ACBK7g03822,
ACBK7g03823,
ACBK7g03824,
ACBK7g03825,Spar-6-000062
ACBK7g03826,Spar-6-000061
ACBK7g03827,.
ACBK7g03828,Spar-6-000059
ACBK7g03829,Spar-6-000058
ACBK7g03830,Spar-6-000057
ACBK7g03831,Spar-6-000056
ACBK7g03832,Spar-6-000055
ACBK7g03833,.
ACBK7g03834,.
ACBK7g03835,.
ACBK7g03836,.
ACBK7g03837,.
ACBK7g03838,.
ACBK7g03839,.
ACBK7g03840,Spar-6-000052
ACBK7g03841,Spar-6-000051
ACBK7g03842,Spar-6-000050
ACBK7g03843,Spar-6-000049
ACBK7g03844,.
ACBK7g03845,.
ACBK7g03846,.
ACBK7g03847,.
ACBK7g03848,.
ACBK7g03849,Spar-6-000046
ACBK7g03850,.
ACBK7g03851,.
ACBK7g03852,Spar-6-000043
ACBK7g03853,Spar-6-000042
ACBK7g03854,Spar-6-000041
ACBK7g03855,.
ACBK7g03856,Spar-6-000038
ACBK7g03857,.
ACBK7g03858,.
ACBK7g03859,Spar-6-000037
ACBK7g03860,.
ACBK7g03861,Spar-6-000036
ACBK7g03862,Spar-6-000035
ACBK7g03863,Spar-6-000034
ACBK7g03864,Spar-6-000033
ACBK7g03865,.
ACBK7g03866,Spar-6-000031
ACBK7g03867,Spar-6-000030
ACBK7g03868,.
ACBK7g03869,Spar-6-000029
ACBK7g03870,Spar-6-000028
ACBK7g03871,Spar-6-000027
ACBK7g03872,Spar-6-000026
ACBK7g03873,.
ACBK7g03874,Spar-6-000025
ACBK7g03875,.
ACBK7g03876,.
ACBK7g03877,Spar-6-000022
ACBK7g03878,Spar-6-000020
ACBK7g03879,.
ACBK7g03880,Spar-6-000018
ACBK7g03881,Spar-6-000017
ACBK7g03882,.
ACBK7g03883,Spar-6-000015
ACBK7g03884,Spar-6-000014
ACBK7g03885,Spar-6-000013
ACBK7g03886,Spar-6-000012
ACBK7g03887,.
ACBK7g03888,Spar-6-000010
ACBK7g03889,.
ACBK7g03890,Spar-6-000008
ACBK7g03891,.
ACBK7g03892,.
ACBK7g03893,Spar-6-000005
ACBK7g03894,.
ACBK7g03895,.
ACBK7g03896,.
ACBK7g03897,Spar-6-000004
ACBK7g03898,Spar-6-000003
ACBK7g03899,Spar-6-000002
ACBK7g03900,
ACBK7g03901,
ACBK7g03902,
ACBK7g03903,
ACBK7g03904,
ACBK7g03905,
ACBK7g03906,
ACBK7g03907,
ACBK7g03908,
ACBK7g03909,
ACBK7g03910,
ACBK7g03911,
ACBK7g03912,
ACBK7g03913,
ACBK8g00001,Spar-2-001538
ACBK8g00002,Spar-2-001536
ACBK8g00003,Spar-2-001535
ACBK8g00004,.
ACBK8g00005,.
ACBK8g00006,Spar-2-001532
ACBK8g00007,.
ACBK8g00008,Spar-2-001531
ACBK8g00009,Spar-2-001530
ACBK8g00010,Spar-2-001529
ACBK8g00011,Spar-2-001528
ACBK8g00012,Spar-2-001527
ACBK8g00013,.
ACBK8g00014,.
ACBK8g00015,Spar-2-001526
ACBK8g00016,Spar-2-001524
ACBK8g00017,Spar-2-001523
ACBK8g00018,Spar-2-001522
ACBK8g00019,.
ACBK8g00020,.
ACBK8g00021,.
ACBK8g00022,.
ACBK8g00023,.
ACBK8g00024,.
ACBK8g00025,Spar-2-001517
ACBK8g00026,Spar-2-001516
ACBK8g00027,Spar-2-001515
ACBK8g00028,Spar-2-001514
ACBK8g00029,.
ACBK8g00030,Spar-2-001512
ACBK8g00031,Spar-2-001511
ACBK8g00032,Spar-2-001510
ACBK8g00033,Spar-2-001508
ACBK8g00034,.
ACBK8g00035,Spar-2-001506
ACBK8g00036,.
ACBK8g00037,.
ACBK8g00038,.
ACBK8g00039,.
ACBK8g00040,.
ACBK8g00041,Spar-2-001503
ACBK8g00042,Spar-2-001502
ACBK8g00043,Spar-2-001501
ACBK8g00044,.
ACBK8g00045,Spar-2-001499
ACBK8g00046,Spar-2-001498
ACBK8g00047,.
ACBK8g00048,Spar-2-001497
ACBK8g00049,.
ACBK8g00050,.
ACBK8g00051,.
ACBK8g00052,Spar-2-001494
ACBK8g00053,Spar-2-001493
ACBK8g00054,Spar-2-001492
ACBK8g00055,Spar-2-001491
ACBK8g00056,Spar-2-001490
ACBK8g00057,.
ACBK8g00058,.
ACBK8g00059,Spar-2-001488
ACBK8g00060,.
ACBK8g00061,Spar-2-001487
ACBK8g00062,Spar-2-001486
ACBK8g00063,Spar-2-001485
ACBK8g00064,Spar-2-001484
ACBK8g00065,.
ACBK8g00066,.
ACBK8g00067,.
ACBK8g00068,.
ACBK8g00069,.
ACBK8g00070,.
ACBK8g00071,Spar-2-001482
ACBK8g00072,Spar-2-001481
ACBK8g00073,.
ACBK8g00074,.
ACBK8g00075,.
ACBK8g00076,.
ACBK8g00077,.
ACBK8g00078,.
ACBK8g00079,.
ACBK8g00080,.
ACBK8g00081,Spar-2-001476
ACBK8g00082,Spar-2-001475
ACBK8g00083,Spar-2-001474
ACBK8g00084,Spar-2-001473
ACBK8g00085,Spar-2-001472
ACBK8g00086,Spar-2-001471
ACBK8g00087,.
ACBK8g00088,Spar-2-001468
ACBK8g00089,Spar-2-001467
ACBK8g00090,Spar-2-001466
ACBK8g00091,Spar-2-001465
ACBK8g00092,Spar-2-001464
ACBK8g00093,.
ACBK8g00094,Spar-2-001462
ACBK8g00095,Spar-2-001461
ACBK8g00096,Spar-2-001460
ACBK8g00097,Spar-2-001459
ACBK8g00098,.
ACBK8g00099,Spar-2-001457
ACBK8g00100,Spar-2-001456
ACBK8g00101,Spar-2-001455
ACBK8g00102,.
ACBK8g00103,.
ACBK8g00104,Spar-2-001451
ACBK8g00105,.
ACBK8g00106,.
ACBK8g00107,Spar-2-001449
ACBK8g00108,Spar-2-001448
ACBK8g00109,Spar-2-001447
ACBK8g00110,.
ACBK8g00111,Spar-2-001445
ACBK8g00112,Spar-2-001444
ACBK8g00113,.
ACBK8g00114,.
ACBK8g00115,.
ACBK8g00116,.
ACBK8g00117,Spar-2-001441
ACBK8g00118,.
ACBK8g00119,.
ACBK8g00120,Spar-2-001438
ACBK8g00121,Spar-2-001437
ACBK8g00122,Spar-2-001436
ACBK8g00123,Spar-2-001435
ACBK8g00124,.
ACBK8g00125,.
ACBK8g00126,Spar-2-001434
ACBK8g00127,.
ACBK8g00128,.
ACBK8g00129,Spar-2-001432
ACBK8g00130,.
ACBK8g00131,.
ACBK8g00132,Spar-2-001429
ACBK8g00133,Spar-2-001428
ACBK8g00134,Spar-2-001427
ACBK8g00135,.
ACBK8g00136,Spar-2-001425
ACBK8g00137,Spar-2-001424
ACBK8g00138,.
ACBK8g00139,Spar-2-001422
ACBK8g00140,.
ACBK8g00141,Spar-2-001420
ACBK8g00142,.
ACBK8g00143,.
ACBK8g00144,Spar-2-001419
ACBK8g00145,Spar-2-001418
ACBK8g00146,.
ACBK8g00147,.
ACBK8g00148,Spar-2-001415
ACBK8g00149,Spar-2-001413
ACBK8g00150,Spar-2-001412
ACBK8g00151,Spar-2-001411
ACBK8g00152,Spar-2-001410
ACBK8g00153,Spar-2-001409
ACBK8g00154,.
ACBK8g00155,.
ACBK8g00156,.
ACBK8g00157,Spar-2-001408
ACBK8g00158,.
ACBK8g00159,.
ACBK8g00160,.
ACBK8g00161,Spar-2-001392
ACBK8g00162,.
ACBK8g00163,Spar-2-001394
ACBK8g00164,Spar-2-001395
ACBK8g00165,Spar-2-001396
ACBK8g00166,Spar-2-001397
ACBK8g00167,Spar-2-001398
ACBK8g00168,Spar-2-001399
ACBK8g00169,Spar-2-001400
ACBK8g00170,Spar-2-001401
ACBK8g00171,Spar-2-001402
ACBK8g00172,.
ACBK8g00173,Spar-2-001404
ACBK8g00174,.
ACBK8g00175,Spar-2-001406
ACBK8g00176,Spar-2-001407
ACBK8g00177,Spar-2-001408
ACBK8g00178,.
ACBK8g00179,.
ACBK8g00180,.
ACBK8g00181,Spar-2-001409
ACBK8g00182,Spar-2-001410
ACBK8g00183,.
ACBK8g00184,.
ACBK8g00185,.
ACBK8g00186,.
ACBK8g00187,.
ACBK8g00188,.
ACBK8g00189,Spar-2-001390
ACBK8g00190,Spar-2-001389
ACBK8g00191,Spar-2-001387
ACBK8g00192,Spar-2-001386
ACBK8g00193,Spar-2-001385
ACBK8g00194,.
ACBK8g00195,.
ACBK8g00196,Spar-2-001384
ACBK8g00197,Spar-2-001383
ACBK8g00198,.
ACBK8g00199,Spar-2-001382
ACBK8g00200,Spar-2-001381
ACBK8g00201,.
ACBK8g00202,.
ACBK8g00203,.
ACBK8g00204,.
ACBK8g00205,Spar-2-001376
ACBK8g00206,Spar-2-001375
ACBK8g00207,Spar-2-001374
ACBK8g00208,Spar-2-001373
ACBK8g00209,.
ACBK8g00210,Spar-2-001371
ACBK8g00211,.
ACBK8g00212,.
ACBK8g00213,.
ACBK8g00214,.
ACBK8g00215,Spar-2-001369
ACBK8g00216,Spar-2-001368
ACBK8g00217,Spar-2-001367
ACBK8g00218,Spar-2-001366
ACBK8g00219,.
ACBK8g00220,.
ACBK8g00221,Spar-2-001363
ACBK8g00222,.
ACBK8g00223,Spar-2-001359
ACBK8g00224,Spar-2-001358
ACBK8g00225,Spar-2-001357
ACBK8g00226,.
ACBK8g00227,Spar-2-001356
ACBK8g00228,Spar-2-001355
ACBK8g00229,Spar-2-001354
ACBK8g00230,Spar-2-001353
ACBK8g00231,.
ACBK8g00232,Spar-2-001351
ACBK8g00233,Spar-2-001350
ACBK8g00234,.
ACBK8g00235,Spar-2-001348
ACBK8g00236,Spar-2-001347
ACBK8g00237,Spar-2-001346
ACBK8g00238,Spar-2-001345
ACBK8g00239,.
ACBK8g00240,Spar-2-001343
ACBK8g00241,.
ACBK8g00242,Spar-2-001341
ACBK8g00243,.
ACBK8g00244,Spar-2-001339
ACBK8g00245,Spar-2-001338
ACBK8g00246,Spar-2-001337
ACBK8g00247,.
ACBK8g00248,.
ACBK8g00249,Spar-2-001335
ACBK8g00250,.
ACBK8g00251,Spar-2-001334
ACBK8g00252,Spar-2-001333
ACBK8g00253,.
ACBK8g00254,Spar-2-001331
ACBK8g00255,.
ACBK8g00256,Spar-2-001329
ACBK8g00257,Spar-2-001328
ACBK8g00258,.
ACBK8g00259,Spar-2-001326
ACBK8g00260,Spar-2-001325
ACBK8g00261,Spar-2-001324
ACBK8g00262,.
ACBK8g00263,Spar-2-001323
ACBK8g00264,.
ACBK8g00265,Spar-2-001321
ACBK8g00266,Spar-2-001320
ACBK8g00267,Spar-2-001319
ACBK8g00268,Spar-2-001318
ACBK8g00269,Spar-2-001317
ACBK8g00270,.
ACBK8g00271,Spar-2-001315
ACBK8g00272,Spar-2-001314
ACBK8g00273,.
ACBK8g00274,.
ACBK8g00275,Spar-2-001312
ACBK8g00276,.
ACBK8g00277,.
ACBK8g00278,Spar-2-001309
ACBK8g00279,Spar-2-001308
ACBK8g00280,Spar-2-001306
ACBK8g00281,.
ACBK8g00282,.
ACBK8g00283,.
ACBK8g00284,.
ACBK8g00285,Spar-2-001305
ACBK8g00286,.
ACBK8g00287,.
ACBK8g00288,.
ACBK8g00289,Spar-2-001302
ACBK8g00290,Spar-2-001301
ACBK8g00291,Spar-2-001300
ACBK8g00292,Spar-2-001299
ACBK8g00293,.
ACBK8g00294,Spar-2-001297
ACBK8g00295,.
ACBK8g00296,.
ACBK8g00297,.
ACBK8g00298,Spar-2-001294
ACBK8g00299,Spar-2-001293
ACBK8g00300,Spar-2-001292
ACBK8g00301,Spar-2-001291
ACBK8g00302,Spar-2-001290
ACBK8g00303,.
ACBK8g00304,.
ACBK8g00305,Spar-2-001289
ACBK8g00306,.
ACBK8g00307,.
ACBK8g00308,.
ACBK8g00309,Spar-2-001288
ACBK8g00310,Spar-2-001287
ACBK8g00311,Spar-2-001286
ACBK8g00312,.
ACBK8g00313,.
ACBK8g00314,.
ACBK8g00315,Spar-2-001281
ACBK8g00316,.
ACBK8g00317,Spar-2-001280
ACBK8g00318,Spar-2-001279
ACBK8g00319,Spar-2-001278
ACBK8g00320,.
ACBK8g00321,Spar-2-001276
ACBK8g00322,Spar-2-001275
ACBK8g00323,Spar-2-001274
ACBK8g00324,.
ACBK8g00325,.
ACBK8g00326,.
ACBK8g00327,Spar-2-001272
ACBK8g00328,Spar-2-001271
ACBK8g00329,Spar-2-001270
ACBK8g00330,Spar-2-001269
ACBK8g00331,Spar-2-001268
ACBK8g00332,.
ACBK8g00333,Spar-2-001265
ACBK8g00334,Spar-2-001264
ACBK8g00335,.
ACBK8g00336,.
ACBK8g00337,Spar-2-001262
